"ID";"RegioS";"Perioden";"WoningvoorraadBeginPeriode_1";"WoningvoorraadToevoegingTotaal_2";"WoningvoorraadToevoegingDoorNieuwbouw_3";"WoningvoorraadToevoegingAnderszins_4";"WoningvoorraadSaldoVermeerdering_14";"WoningvoorraadAdministratieveCorrectie_15";"WoningvoorraadEindePeriode_16"
"737";"PV23  ";"2006KW03";"447658";"1123";"1071";"52";"861";"0";"448519"
"738";"PV23  ";"2006KW04";"448519";"3084";"2784";"300";"2125";"-609";"450035"
"739";"PV23  ";"2006JJ00";"446506";"6327";"5486";"841";"4138";"-609";"450035"
"740";"PV23  ";"2007KW01";"450035";"847";"816";"31";"633";"0";"450668"
"741";"PV23  ";"2007KW02";"450668";"1494";"1400";"94";"1085";"0";"451753"
"742";"PV23  ";"2007KW03";"451753";"1733";"1396";"337";"1495";"0";"453248"
"743";"PV23  ";"2007KW04";"453248";"3347";"3255";"92";"2672";"-655";"455265"
"744";"PV23  ";"2007JJ00";"450035";"7421";"6867";"554";"5885";"-655";"455265"
"745";"PV23  ";"2008KW01";"456193";"947";"845";"102";"572";"0";"456765"
"746";"PV23  ";"2008KW02";"456765";"1471";"1414";"57";"935";"0";"457700"
"747";"PV23  ";"2008KW03";"457700";"777";"767";"10";"404";"0";"458104"
"748";"PV23  ";"2008KW04";"458104";"2957";"2907";"50";"2471";"-290";"460285"
"749";"PV23  ";"2008JJ00";"456193";"6152";"5933";"219";"4382";"-290";"460285"
"750";"PV23  ";"2009KW01";"460285";"695";"656";"39";"397";"0";"460682"
"751";"PV23  ";"2009KW02";"460682";"995";"986";"9";"645";"0";"461327"
"752";"PV23  ";"2009KW03";"461327";"1195";"1149";"46";"882";"0";"462209"
"753";"PV23  ";"2009KW04";"462209";"2056";"2028";"28";"1679";"-108";"463780"
"754";"PV23  ";"2009JJ00";"460285";"4941";"4819";"122";"3603";"-108";"463780"
"755";"PV23  ";"2010KW01";"463780";"730";"712";"18";"549";"0";"464329"
"756";"PV23  ";"2010KW02";"464329";"518";"473";"45";"-11";"0";"464318"
"757";"PV23  ";"2010KW03";"464318";"718";"697";"21";"584";"0";"464902"
"758";"PV23  ";"2010KW04";"464902";"1772";"1587";"185";"1265";"-231";"465936"
"759";"PV23  ";"2010JJ00";"463780";"3738";"3469";"269";"2387";"-231";"465936"
"760";"PV23  ";"2011KW01";"465936";"723";"647";"76";"633";"0";"466569"
"761";"PV23  ";"2011KW02";"466569";"1187";"1141";"46";"663";"0";"467232"
"762";"PV23  ";"2011KW03";"467232";"887";"865";"22";"718";"0";"467950"
"763";"PV23  ";"2011KW04";"467950";"1986";"1876";"110";"1477";"15";"469434"
"764";"PV23  ";"2011JJ00";"465936";"4783";"4529";"254";"3491";"15";"469442"
"765";"PV24  ";"1995KW01";"98671";"623";"618";"5";"621";"0";"99292"
"766";"PV24  ";"1995KW02";"99292";"1211";"1208";"3";"1210";"0";"100502"
"767";"PV24  ";"1995KW03";"100502";"1130";"1129";"1";"1123";"0";"101625"
"768";"PV24  ";"1995KW04";"101625";"2072";"2072";"0";"2046";"-208";"103463"
"769";"PV24  ";"1995JJ00";"98671";"5036";"5027";"9";"5000";"-208";"103463"
"770";"PV24  ";"1996KW01";"103463";"467";"467";"0";"456";"0";"103919"
"771";"PV24  ";"1996KW02";"103919";"579";"578";"1";"579";"0";"104498"
"772";"PV24  ";"1996KW03";"104498";"895";"886";"9";"895";"0";"105393"
"773";"PV24  ";"1996KW04";"105393";"2142";"2135";"7";"2136";"-110";"107419"
"774";"PV24  ";"1996JJ00";"103463";"4083";"4066";"17";"4066";"-110";"107419"
"775";"PV24  ";"1997KW01";"107419";"365";"365";"0";"361";"0";"107780"
"776";"PV24  ";"1997KW02";"107780";"839";"838";"1";"692";"0";"108472"
"777";"PV24  ";"1997KW03";"108472";"1575";"1557";"18";"1573";"0";"110045"
"778";"PV24  ";"1997KW04";"110045";"2862";"2859";"3";"2726";"132";"112903"
"779";"PV24  ";"1997JJ00";"107419";"5641";"5619";"22";"5352";"132";"112903"
"780";"PV24  ";"1998KW01";"112903";"1462";"1461";"1";"1460";"0";"114363"
"781";"PV24  ";"1998KW02";"114363";"399";"390";"9";"398";"0";"114761"
"782";"PV24  ";"1998KW03";"114761";"1022";"1019";"3";"1008";"0";"115769"
"783";"PV24  ";"1998KW04";"115769";"2504";"2499";"5";"2426";"-80";"118115"
"784";"PV24  ";"1998JJ00";"112903";"5387";"5369";"18";"5292";"-80";"118115"
"785";"PV24  ";"1999KW01";"118115";"463";"462";"1";"462";"0";"118577"
"786";"PV24  ";"1999KW02";"118577";"1045";"1041";"4";"1043";"0";"119620"
"787";"PV24  ";"1999KW03";"119620";"347";"347";"0";"342";"0";"119962"
"788";"PV24  ";"1999KW04";"119962";"2083";"2083";"0";"2081";"-10";"122033"
"789";"PV24  ";"1999JJ00";"118115";"3938";"3933";"5";"3928";"-10";"122033"
"790";"PV24  ";"2000KW01";"122033";"328";"328";"0";"318";"0";"122351"
"791";"PV24  ";"2000KW02";"122351";"601";"601";"0";"601";"0";"122952"
"792";"PV24  ";"2000KW03";"122952";"974";"973";"1";"969";"0";"123921"
"793";"PV24  ";"2000KW04";"123921";"2664";"2663";"1";"2643";"-22";"126542"
"794";"PV24  ";"2000JJ00";"122033";"4567";"4565";"2";"4531";"-22";"126542"
"795";"PV24  ";"2001KW01";"126542";"439";"397";"42";"436";"0";"126978"
"796";"PV24  ";"2001KW02";"126978";"595";"594";"1";"594";"0";"127572"
"797";"PV24  ";"2001KW03";"127572";"1263";"1263";"0";"1205";"0";"128777"
"798";"PV24  ";"2001KW04";"128777";"2400";"2397";"3";"2077";"-85";"130769"
"799";"PV24  ";"2001JJ00";"126542";"4697";"4651";"46";"4312";"-85";"130769"
"800";"PV24  ";"2002KW01";"130769";"576";"576";"0";"572";"0";"131341"
"801";"PV24  ";"2002KW02";"131341";"762";"761";"1";"756";"0";"132097"
"802";"PV24  ";"2002KW03";"132097";"619";"619";"0";"181";"0";"132278"
"803";"PV24  ";"2002KW04";"132278";"1644";"1636";"8";"1635";"14";"133927"
"804";"PV24  ";"2002JJ00";"130769";"3601";"3592";"9";"3144";"14";"133927"
"805";"PV24  ";"2003KW01";"133927";"307";"307";"0";"298";"0";"134225"
"806";"PV24  ";"2003KW02";"134225";"805";"805";"0";"774";"0";"134999"
"807";"PV24  ";"2003KW03";"134999";"880";"880";"0";"880";"0";"135879"
"808";"PV24  ";"2003KW04";"135879";"1831";"1830";"1";"1806";"-55";"137630"
"809";"PV24  ";"2003JJ00";"133927";"3823";"3822";"1";"3758";"-55";"137630"
"810";"PV24  ";"2004KW01";"137630";"275";"273";"2";"244";"0";"137874"
"811";"PV24  ";"2004KW02";"137874";"362";"359";"3";"358";"0";"138232"
"812";"PV24  ";"2004KW03";"138232";"100";"99";"1";"64";"0";"138296"
"813";"PV24  ";"2004KW04";"138296";"1634";"1620";"14";"1602";"-57";"139841"
"814";"PV24  ";"2004JJ00";"137630";"2371";"2351";"20";"2268";"-57";"139841"
"815";"PV24  ";"2005KW01";"139841";"73";"70";"3";"31";"0";"139872"
"816";"PV24  ";"2005KW02";"139872";"400";"398";"2";"393";"0";"140265"
"817";"PV24  ";"2005KW03";"140265";"448";"446";"2";"444";"0";"140709"
"818";"PV24  ";"2005KW04";"140709";"874";"872";"2";"849";"57";"141615"
"819";"PV24  ";"2005JJ00";"139841";"1795";"1786";"9";"1717";"57";"141615"
"820";"PV24  ";"2006KW01";"141615";"256";"253";"3";"229";"0";"141844"
"821";"PV24  ";"2006KW02";"141844";"294";"294";"0";"286";"0";"142130"
"822";"PV24  ";"2006KW03";"142130";"704";"704";"0";"701";"0";"142831"
"823";"PV24  ";"2006KW04";"142831";"851";"844";"7";"843";"-55";"143619"
"824";"PV24  ";"2006JJ00";"141615";"2105";"2095";"10";"2059";"-55";"143619"
"825";"PV24  ";"2007KW01";"143619";"229";"227";"2";"221";"0";"143840"
"826";"PV24  ";"2007KW02";"143840";"449";"447";"2";"449";"0";"144289"
"827";"PV24  ";"2007KW03";"144289";"628";"626";"2";"588";"0";"144877"
"828";"PV24  ";"2007KW04";"144877";"981";"960";"21";"951";"-45";"145783"
"829";"PV24  ";"2007JJ00";"143619";"2287";"2260";"27";"2209";"-45";"145783"
"830";"PV24  ";"2008KW01";"145871";"682";"681";"1";"679";"0";"146550"
"831";"PV24  ";"2008KW02";"146550";"380";"375";"5";"376";"0";"146926"
"832";"PV24  ";"2008KW03";"146926";"869";"869";"0";"846";"0";"147772"
"833";"PV24  ";"2008KW04";"147772";"871";"860";"11";"867";"24";"148663"
"834";"PV24  ";"2008JJ00";"145871";"2802";"2785";"17";"2768";"24";"148663"
"835";"PV24  ";"2009KW01";"148663";"559";"556";"3";"544";"0";"149207"
"836";"PV24  ";"2009KW02";"149207";"486";"486";"0";"485";"0";"149692"
"837";"PV24  ";"2009KW03";"149692";"538";"530";"8";"534";"0";"150226"
"838";"PV24  ";"2009KW04";"150226";"1109";"1105";"4";"1102";"-46";"151282"
"839";"PV24  ";"2009JJ00";"148663";"2692";"2677";"15";"2665";"-46";"151282"
"840";"PV24  ";"2010KW01";"151282";"465";"465";"0";"459";"0";"151741"
"841";"PV24  ";"2010KW02";"151741";"418";"414";"4";"411";"0";"152152"
"842";"PV24  ";"2010KW03";"152152";"537";"531";"6";"532";"0";"152684"
"843";"PV24  ";"2010KW04";"152684";"1223";"1223";"0";"1214";"-45";"153853"
"844";"PV24  ";"2010JJ00";"151282";"2643";"2633";"10";"2616";"-45";"153853"
"845";"PV24  ";"2011KW01";"153853";"408";"408";"0";"403";"0";"154256"
"846";"PV24  ";"2011KW02";"154256";"313";"304";"9";"309";"0";"154565"
"847";"PV24  ";"2011KW03";"154565";"362";"346";"16";"356";"0";"154921"
"848";"PV24  ";"2011KW04";"154921";"883";"841";"42";"855";"-57";"155719"
"849";"PV24  ";"2011JJ00";"153853";"1966";"1899";"67";"1923";"-57";"155719"
"850";"PV25  ";"1995KW01";"701609";"1806";"1750";"56";"1435";"0";"703044"
"851";"PV25  ";"1995KW02";"703044";"2283";"2235";"48";"1730";"0";"704774"
"852";"PV25  ";"1995KW03";"704774";"2410";"2308";"102";"2128";"0";"706902"
"853";"PV25  ";"1995KW04";"706902";"4882";"4666";"216";"4518";"-295";"711125"
"854";"PV25  ";"1995JJ00";"701609";"11381";"10959";"422";"9811";"-295";"711125"
"855";"PV25  ";"1996KW01";"711125";"938";"919";"19";"817";"0";"711942"
"856";"PV25  ";"1996KW02";"711942";"2397";"2338";"59";"2193";"0";"714135"
"857";"PV25  ";"1996KW03";"714135";"2799";"2685";"114";"2555";"0";"716690"
"858";"PV25  ";"1996KW04";"716690";"4826";"4404";"422";"4130";"-236";"720584"
"859";"PV25  ";"1996JJ00";"711125";"10960";"10346";"614";"9695";"-236";"720584"
"860";"PV25  ";"1997KW01";"720584";"1495";"1445";"50";"1249";"0";"721833"
"861";"PV25  ";"1997KW02";"721833";"2678";"2548";"130";"2471";"0";"724304"
"862";"PV25  ";"1997KW03";"724304";"2758";"2679";"79";"2514";"0";"726818"
"863";"PV25  ";"1997KW04";"726818";"4423";"4249";"174";"4118";"-318";"730618"
"864";"PV25  ";"1997JJ00";"720584";"11354";"10921";"433";"10352";"-318";"730618"
"865";"PV25  ";"1998KW01";"730467";"1635";"1591";"44";"1501";"0";"731968"
"866";"PV25  ";"1998KW02";"731968";"1444";"1379";"65";"1232";"0";"733200"
"867";"PV25  ";"1998KW03";"733200";"2254";"2189";"65";"2062";"0";"735262"
"868";"PV25  ";"1998KW04";"735262";"4250";"4037";"213";"3832";"-34";"739060"
"869";"PV25  ";"1998JJ00";"730467";"9583";"9196";"387";"8627";"-34";"739060"
"870";"PV25  ";"1999KW01";"739060";"1083";"1039";"44";"913";"0";"739973"
"871";"PV25  ";"1999KW02";"739973";"2171";"2118";"53";"1940";"0";"741913"
"872";"PV25  ";"1999KW03";"741913";"2285";"2242";"43";"2111";"0";"744024"
"873";"PV25  ";"1999KW04";"744024";"3439";"3294";"145";"2903";"-106";"746821"
"874";"PV25  ";"1999JJ00";"739060";"8978";"8693";"285";"7867";"-106";"746821"
"875";"PV25  ";"2000KW01";"746796";"1435";"1375";"60";"1255";"0";"748051"
"876";"PV25  ";"2000KW02";"748051";"1285";"1221";"64";"1079";"0";"749130"
"877";"PV25  ";"2000KW03";"749130";"1290";"1230";"60";"964";"0";"750094"
"878";"PV25  ";"2000KW04";"750094";"3714";"3534";"180";"3421";"-162";"753353"
"879";"PV25  ";"2000JJ00";"746796";"7724";"7360";"364";"6719";"-162";"753353"
"880";"PV25  ";"2001KW01";"753353";"847";"767";"80";"647";"0";"754000"
"881";"PV25  ";"2001KW02";"754000";"1290";"1192";"98";"1142";"0";"755142"
"882";"PV25  ";"2001KW03";"755142";"1441";"1274";"167";"1295";"0";"756437"
"883";"PV25  ";"2001KW04";"756437";"3473";"3235";"238";"2905";"16";"759358"
"884";"PV25  ";"2001JJ00";"753353";"7051";"6468";"583";"5989";"16";"759358"
"885";"PV25  ";"2002KW01";"759358";"1217";"1124";"93";"990";"0";"760348"
"886";"PV25  ";"2002KW02";"760348";"1929";"1852";"77";"1663";"0";"762011"
"887";"PV25  ";"2002KW03";"762011";"1061";"995";"66";"747";"0";"762758"
"888";"PV25  ";"2002KW04";"762758";"2660";"2568";"92";"2376";"-138";"764996"
"889";"PV25  ";"2002JJ00";"759358";"6867";"6539";"328";"5776";"-138";"764996"
"890";"PV25  ";"2003KW01";"764996";"685";"647";"38";"438";"0";"765434"
"891";"PV25  ";"2003KW02";"765434";"1057";"977";"80";"861";"0";"766295"
"892";"PV25  ";"2003KW03";"766295";"882";"819";"63";"262";"0";"766557"
"893";"PV25  ";"2003KW04";"766557";"3461";"3112";"349";"3039";"6";"769602"
"894";"PV25  ";"2003JJ00";"764996";"6085";"5555";"530";"4600";"6";"769602"
"895";"PV25  ";"2004KW01";"769602";"819";"796";"23";"613";"0";"770215"
"896";"PV25  ";"2004KW02";"770215";"1395";"1350";"45";"1159";"0";"771374"
"897";"PV25  ";"2004KW03";"771374";"1280";"1229";"51";"938";"0";"772312"
"898";"PV25  ";"2004KW04";"772312";"4957";"4546";"411";"4241";"-598";"775955"
"899";"PV25  ";"2004JJ00";"769602";"8451";"7921";"530";"6951";"-598";"775955"
"900";"PV25  ";"2005KW01";"775955";"1090";"1037";"53";"928";"0";"776883"
"901";"PV25  ";"2005KW02";"776883";"1612";"1540";"72";"1426";"0";"778309"
"902";"PV25  ";"2005KW03";"778309";"1967";"1877";"90";"1717";"0";"780026"
"903";"PV25  ";"2005KW04";"780026";"3158";"2959";"199";"2704";"-104";"782626"
"904";"PV25  ";"2005JJ00";"775955";"7827";"7413";"414";"6775";"-104";"782626"
"905";"PV25  ";"2006KW01";"782626";"1385";"1323";"62";"1002";"0";"783628"
"906";"PV25  ";"2006KW02";"783628";"1790";"1704";"86";"1379";"0";"785007"
"907";"PV25  ";"2006KW03";"785007";"2290";"2118";"172";"1945";"0";"786952"
"908";"PV25  ";"2006KW04";"786952";"3414";"3178";"236";"2830";"-400";"789382"
"909";"PV25  ";"2006JJ00";"782626";"8879";"8323";"556";"7156";"-400";"789382"
"910";"PV25  ";"2007KW01";"789382";"1374";"1200";"174";"1116";"0";"790498"
"911";"PV25  ";"2007KW02";"790498";"1613";"1524";"89";"1315";"0";"791813"
"912";"PV25  ";"2007KW03";"791813";"1892";"1766";"126";"1531";"0";"793344"
"913";"PV25  ";"2007KW04";"793344";"4343";"4160";"183";"3625";"21";"796990"
"914";"PV25  ";"2007JJ00";"789382";"9222";"8650";"572";"7587";"21";"796990"
"915";"PV25  ";"2008KW01";"799507";"1828";"1675";"153";"1503";"0";"801010"
"916";"PV25  ";"2008KW02";"801010";"2587";"2405";"182";"1989";"0";"802999"
"917";"PV25  ";"2008KW03";"802999";"1842";"1663";"179";"1446";"0";"804445"
"918";"PV25  ";"2008KW04";"804445";"4660";"4335";"325";"3870";"-775";"807540"
"919";"PV25  ";"2008JJ00";"799507";"10917";"10078";"839";"8808";"-775";"807540"
"920";"PV25  ";"2009KW01";"807540";"2123";"1960";"163";"1297";"0";"808837"
"921";"PV25  ";"2009KW02";"808837";"2382";"2265";"117";"1723";"0";"810560"
"922";"PV25  ";"2009KW03";"810560";"1969";"1834";"135";"1560";"0";"812120"
"923";"PV25  ";"2009KW04";"812120";"5593";"5269";"324";"5184";"-410";"816894"
"924";"PV25  ";"2009JJ00";"807540";"12067";"11328";"739";"9764";"-410";"816894"
"925";"PV25  ";"2010KW01";"816894";"896";"641";"255";"578";"0";"817472"
"926";"PV25  ";"2010KW02";"817472";"1082";"986";"96";"718";"0";"818190"
"927";"PV25  ";"2010KW03";"818190";"1272";"1186";"86";"778";"0";"818968"
"928";"PV25  ";"2010KW04";"818968";"3896";"3685";"211";"3476";"-258";"822186"
"929";"PV25  ";"2010JJ00";"816894";"7146";"6498";"648";"5550";"-258";"822186"
"930";"PV25  ";"2011KW01";"822186";"1342";"1189";"153";"1133";"0";"823319"
"931";"PV25  ";"2011KW02";"823319";"1854";"1603";"251";"1649";"0";"824968"
"932";"PV25  ";"2011KW03";"824968";"2201";"1862";"339";"2040";"0";"827008"
"933";"PV25  ";"2011KW04";"827008";"3214";"2509";"705";"2922";"-484";"829423"
"934";"PV25  ";"2011JJ00";"822186";"8611";"7163";"1448";"7744";"-484";"829446"
"935";"PV26  ";"1995KW01";"415898";"1162";"1097";"65";"955";"0";"416853"
"936";"PV26  ";"1995KW02";"416853";"1205";"1102";"103";"1112";"0";"417965"
"937";"PV26  ";"1995KW03";"417965";"1079";"1043";"36";"1026";"0";"418991"
"938";"PV26  ";"1995KW04";"418991";"2352";"2291";"61";"2195";"222";"421408"
"939";"PV26  ";"1995JJ00";"415898";"5798";"5533";"265";"5288";"222";"421408"
"940";"PV26  ";"1996KW01";"421408";"1138";"1094";"44";"1089";"0";"422497"
"941";"PV26  ";"1996KW02";"422497";"1316";"1269";"47";"1259";"0";"423756"
"942";"PV26  ";"1996KW03";"423756";"2109";"1959";"150";"2029";"0";"425785"
"943";"PV26  ";"1996KW04";"425785";"3467";"3367";"100";"3209";"-497";"428497"
"944";"PV26  ";"1996JJ00";"421408";"8030";"7689";"341";"7586";"-497";"428497"
"945";"PV26  ";"1997KW01";"428497";"1070";"1026";"44";"906";"0";"429403"
"946";"PV26  ";"1997KW02";"429403";"1654";"1650";"4";"1635";"0";"431038"
"947";"PV26  ";"1997KW03";"431038";"1267";"1148";"119";"873";"0";"431911"
"948";"PV26  ";"1997KW04";"431911";"3214";"3075";"139";"2794";"-146";"434559"
"949";"PV26  ";"1997JJ00";"428497";"7205";"6899";"306";"6208";"-146";"434559"
"950";"PV26  ";"1998KW01";"434710";"1039";"1014";"25";"1011";"0";"435721"
"951";"PV26  ";"1998KW02";"435721";"1375";"1322";"53";"1302";"0";"437023"
"952";"PV26  ";"1998KW03";"437023";"846";"755";"91";"670";"0";"437693"
"953";"PV26  ";"1998KW04";"437693";"2751";"2677";"74";"2613";"103";"440409"
"954";"PV26  ";"1998JJ00";"434710";"6011";"5768";"243";"5596";"103";"440409"
"955";"PV26  ";"1999KW01";"440409";"967";"958";"9";"955";"0";"441364"
"956";"PV26  ";"1999KW02";"441364";"1697";"1610";"87";"1587";"0";"442951"
"957";"PV26  ";"1999KW03";"442951";"1463";"1424";"39";"1416";"0";"444367"
"958";"PV26  ";"1999KW04";"444367";"2673";"2532";"141";"2369";"-223";"446513"
"959";"PV26  ";"1999JJ00";"440409";"6800";"6524";"276";"6327";"-223";"446513"
"960";"PV26  ";"2000KW01";"446513";"737";"697";"40";"684";"0";"447197"
"961";"PV26  ";"2000KW02";"447197";"1716";"1700";"16";"1653";"0";"448850"
"962";"PV26  ";"2000KW03";"448850";"1301";"1271";"30";"1185";"0";"450035"
"963";"PV26  ";"2000KW04";"450035";"2985";"2817";"168";"2868";"333";"453236"
"964";"PV26  ";"2000JJ00";"446513";"6739";"6485";"254";"6390";"333";"453236"
"965";"PV26  ";"2001KW01";"453236";"1380";"1329";"51";"1029";"0";"454265"
"966";"PV26  ";"2001KW02";"454265";"1630";"1490";"140";"1559";"0";"455824"
"967";"PV26  ";"2001KW03";"455824";"1443";"1412";"31";"1266";"0";"457090"
"968";"PV26  ";"2001KW04";"457090";"2862";"2795";"67";"2642";"-766";"458966"
"969";"PV26  ";"2001JJ00";"453236";"7315";"7026";"289";"6496";"-766";"458966"
"970";"PV26  ";"2002KW01";"462807";"1088";"1061";"27";"902";"0";"463709"
"971";"PV26  ";"2002KW02";"463709";"1400";"1366";"34";"1298";"0";"465007"
"972";"PV26  ";"2002KW03";"465007";"1551";"1492";"59";"1372";"0";"466379"
"973";"PV26  ";"2002KW04";"466379";"1580";"1525";"55";"1448";"-75";"467752"
"974";"PV26  ";"2002JJ00";"462807";"5619";"5444";"175";"5020";"-75";"467752"
"975";"PV26  ";"2003KW01";"467752";"789";"772";"17";"746";"0";"468498"
"976";"PV26  ";"2003KW02";"468498";"831";"809";"22";"737";"0";"469235"
"977";"PV26  ";"2003KW03";"469235";"1152";"1089";"63";"1091";"0";"470326"
"978";"PV26  ";"2003KW04";"470326";"1900";"1824";"76";"1756";"-69";"472013"
"979";"PV26  ";"2003JJ00";"467752";"4672";"4494";"178";"4330";"-69";"472013"
"980";"PV26  ";"2004KW01";"472013";"784";"708";"76";"207";"0";"472220"
"981";"PV26  ";"2004KW02";"472220";"1381";"1151";"230";"1288";"0";"473508"
"982";"PV26  ";"2004KW03";"473508";"593";"477";"116";"564";"0";"474072"
"983";"PV26  ";"2004KW04";"474072";"3320";"2561";"759";"2381";"-427";"476026"
"984";"PV26  ";"2004JJ00";"472013";"6078";"4897";"1181";"4440";"-427";"476026"
"985";"PV26  ";"2005KW01";"476026";"633";"589";"44";"571";"0";"476597"
"986";"PV26  ";"2005KW02";"476597";"1312";"1294";"18";"1260";"0";"477857"
"987";"PV26  ";"2005KW03";"477857";"1260";"1186";"74";"1233";"0";"479090"
"988";"PV26  ";"2005KW04";"479090";"3662";"3518";"144";"3438";"-104";"482424"
"989";"PV26  ";"2005JJ00";"476026";"6867";"6587";"280";"6502";"-104";"482424"
"990";"PV26  ";"2006KW01";"482424";"1182";"1158";"24";"945";"0";"483369"
"991";"PV26  ";"2006KW02";"483369";"1072";"1049";"23";"983";"0";"484352"
"992";"PV26  ";"2006KW03";"484352";"1108";"1094";"14";"1064";"0";"485416"
"993";"PV26  ";"2006KW04";"485416";"2448";"2351";"97";"2096";"-175";"487337"
"994";"PV26  ";"2006JJ00";"482424";"5810";"5652";"158";"5088";"-175";"487337"
"995";"PV26  ";"2007KW01";"487337";"627";"610";"17";"594";"0";"487931"
"996";"PV26  ";"2007KW02";"487931";"1284";"1263";"21";"1177";"0";"489108"
"997";"PV26  ";"2007KW03";"489108";"997";"979";"18";"861";"0";"489969"
"998";"PV26  ";"2007KW04";"489969";"3733";"3412";"321";"3508";"-144";"493333"
"999";"PV26  ";"2007JJ00";"487337";"6641";"6264";"377";"6140";"-144";"493333"
"1000";"PV26  ";"2008KW01";"494230";"622";"613";"9";"604";"0";"494834"
"1001";"PV26  ";"2008KW02";"494834";"1039";"1023";"16";"1006";"0";"495840"
"1002";"PV26  ";"2008KW03";"495840";"1471";"1459";"12";"1386";"0";"497226"
"1003";"PV26  ";"2008KW04";"497226";"3866";"3387";"479";"3170";"-314";"500082"
"1004";"PV26  ";"2008JJ00";"494230";"6998";"6482";"516";"6166";"-314";"500082"
"1005";"PV26  ";"2009KW01";"500082";"817";"813";"4";"774";"0";"500856"
"1006";"PV26  ";"2009KW02";"500856";"800";"744";"56";"606";"0";"501462"
"1007";"PV26  ";"2009KW03";"501462";"868";"839";"29";"822";"0";"502284"
"1008";"PV26  ";"2009KW04";"502284";"4337";"4042";"295";"4068";"-163";"506189"
"1009";"PV26  ";"2009JJ00";"500082";"6822";"6438";"384";"6270";"-163";"506189"
"1010";"PV26  ";"2010KW01";"506189";"606";"601";"5";"599";"0";"506788"
"1011";"PV26  ";"2010KW02";"506788";"441";"382";"59";"367";"0";"507155"
"1012";"PV26  ";"2010KW03";"507155";"1322";"1228";"94";"1174";"0";"508329"
"1013";"PV26  ";"2010KW04";"508329";"1332";"1254";"78";"1290";"232";"509851"
"1014";"PV26  ";"2010JJ00";"506189";"3701";"3465";"236";"3430";"232";"509851"
"1015";"PV26  ";"2011KW01";"509851";"1235";"1166";"69";"1059";"0";"510910"
"1016";"PV26  ";"2011KW02";"510910";"433";"420";"13";"396";"0";"511306"
"1017";"PV26  ";"2011KW03";"511306";"651";"628";"23";"575";"0";"511881"
"1018";"PV26  ";"2011KW04";"511881";"3172";"2416";"756";"2675";"-720";"513364"
"1019";"PV26  ";"2011JJ00";"509851";"5491";"4630";"861";"4705";"-720";"513836"
"1020";"PV27  ";"1995KW01";"1057536";"2463";"2365";"98";"2334";"0";"1059870"
"1021";"PV27  ";"1995KW02";"1059870";"3129";"2816";"313";"2665";"0";"1062535"
"1022";"PV27  ";"1995KW03";"1062535";"3565";"3138";"427";"2786";"0";"1065321"
"1023";"PV27  ";"1995KW04";"1065321";"5976";"5664";"312";"5512";"-57";"1070776"
"1024";"PV27  ";"1995JJ00";"1057536";"15133";"13983";"1150";"13297";"-57";"1070776"
"1025";"PV27  ";"1996KW01";"1070776";"1360";"1231";"129";"1231";"0";"1072007"
"1026";"PV27  ";"1996KW02";"1072007";"3212";"2966";"246";"2857";"0";"1074864"
"1027";"PV27  ";"1996KW03";"1074864";"3001";"2486";"515";"2372";"0";"1077236"
"1028";"PV27  ";"1996KW04";"1077236";"4685";"4265";"420";"4205";"-459";"1080982"
"1029";"PV27  ";"1996JJ00";"1070776";"12258";"10948";"1310";"10665";"-459";"1080982"
"1030";"PV27  ";"1997KW01";"1080982";"1590";"1544";"46";"1416";"0";"1082398"
"1031";"PV27  ";"1997KW02";"1082398";"2346";"2100";"246";"2003";"0";"1084401"
"1032";"PV27  ";"1997KW03";"1084401";"2243";"2167";"76";"2092";"0";"1086493"
"1033";"PV27  ";"1997KW04";"1086493";"7350";"6613";"737";"6785";"226";"1093504"
"1034";"PV27  ";"1997JJ00";"1080982";"13529";"12424";"1105";"12296";"226";"1093504"
"1035";"PV27  ";"1998KW01";"1093504";"3482";"3183";"299";"3211";"0";"1096715"
"1036";"PV27  ";"1998KW02";"1096715";"4074";"4042";"32";"3956";"0";"1100671"
"1037";"PV27  ";"1998KW03";"1100671";"3626";"2913";"713";"2445";"0";"1103116"
"1038";"PV27  ";"1998KW04";"1103116";"5509";"4857";"652";"4506";"-891";"1106731"
"1039";"PV27  ";"1998JJ00";"1093504";"16691";"14995";"1696";"14118";"-891";"1106731"
"1040";"PV27  ";"1999KW01";"1106731";"2496";"2379";"117";"2340";"0";"1109071"
"1041";"PV27  ";"1999KW02";"1109071";"3310";"2638";"672";"1828";"0";"1110899"
"1042";"PV27  ";"1999KW03";"1110899";"2881";"2618";"263";"2633";"0";"1113532"
"1043";"PV27  ";"1999KW04";"1113532";"4469";"4041";"428";"3344";"-341";"1116535"
"1044";"PV27  ";"1999JJ00";"1106731";"13156";"11676";"1480";"10145";"-341";"1116535"
"1045";"PV27  ";"2000KW01";"1116535";"1846";"1561";"285";"1131";"0";"1117666"
"1046";"PV27  ";"2000KW02";"1117666";"1876";"1622";"254";"1464";"0";"1119130"
"1047";"PV27  ";"2000KW03";"1119130";"2596";"2299";"297";"2020";"0";"1121150"
"1048";"PV27  ";"2000KW04";"1121150";"5600";"4614";"986";"4137";"454";"1125741"
"1049";"PV27  ";"2000JJ00";"1116535";"11918";"10096";"1822";"8752";"454";"1125741"
"1050";"PV27  ";"2001KW01";"1125741";"2306";"2022";"284";"1472";"0";"1127213"
