"ID";"Gebruiksfunctie";"RegioS";"Perioden";"BeginstandVoorraad_1";"Nieuwbouw_2";"OverigeToevoeging_3";"SaldoVoorraad_7";"EindstandVoorraad_8"
"75893";"A045364";"PV31  ";"2015MM02";"523509";"81";"219";"237";"523746"
"75894";"A045364";"PV31  ";"2015MM03";"523746";"113";"246";"155";"523901"
"75895";"A045364";"PV31  ";"2015KW01";"523368";"292";"700";"533";"523901"
"75896";"A045364";"PV31  ";"2015MM04";"523901";"52";"146";"110";"524011"
"75897";"A045364";"PV31  ";"2015MM05";"524011";"71";"163";"146";"524157"
"75898";"A045364";"PV31  ";"2015MM06";"524157";"227";"153";"121";"524278"
"75899";"A045364";"PV31  ";"2015KW02";"523901";"350";"462";"377";"524278"
"75900";"A045364";"PV31  ";"2015MM07";"524278";"142";"72";"68";"524346"
"75901";"A045364";"PV31  ";"2015MM08";"524346";"52";"81";"-399";"523947"
"75902";"A045364";"PV31  ";"2015MM09";"523947";"68";"92";"38";"523985"
"75903";"A045364";"PV31  ";"2015KW03";"524278";"262";"245";"-293";"523985"
"75904";"A045364";"PV31  ";"2015MM10";"523985";"160";"102";"214";"524199"
"75905";"A045364";"PV31  ";"2015MM11";"524199";"70";"111";"105";"524304"
"75906";"A045364";"PV31  ";"2015MM12";"524304";"197";"241";"330";"524634"
"75907";"A045364";"PV31  ";"2015KW04";"523985";"427";"454";"649";"524634"
"75908";"A045364";"PV31  ";"2015JJ00";"523368";"1331";"1861";"1266";"524634"
"75909";"A045364";"PV31  ";"2016MM01";"524634";"85";"87";"-21";"524613"
"75910";"A045364";"PV31  ";"2016MM02";"524613";"135";"173";"-76";"524537"
"75911";"A045364";"PV31  ";"2016MM03";"524537";"127";"167";"66";"524603"
"75912";"A045364";"PV31  ";"2016KW01";"524634";"347";"427";"-31";"524603"
"75913";"A045364";"PV31  ";"2016MM04";"524603";"124";"223";"248";"524851"
"75914";"A045364";"PV31  ";"2016MM05";"524851";"83";"141";"140";"524991"
"75915";"A045364";"PV31  ";"2016MM06";"524991";"133";"175";"67";"525058"
"75916";"A045364";"PV31  ";"2016KW02";"524603";"340";"539";"455";"525058"
"75917";"A045364";"PV31  ";"2016MM07";"525058";"250";"170";"332";"525390"
"75918";"A045364";"PV31  ";"2016MM08";"525390";"187";"167";"304";"525694"
"75919";"A045364";"PV31  ";"2016MM09";"525694";"420";"228";"532";"526226"
"75920";"A045364";"PV31  ";"2016KW03";"525058";"857";"565";"1168";"526226"
"75921";"A045364";"PV31  ";"2016MM10";"526226";"114";"153";"144";"526370"
"75922";"A045364";"PV31  ";"2016MM11";"526370";"80";"496";"453";"526822"
"75923";"A045364";"PV31  ";"2016MM12";"526822";"100";"256";"275";"527097"
"75924";"A045364";"PV31  ";"2016KW04";"526226";"294";"905";"872";"527097"
"75925";"A045364";"PV31  ";"2016JJ00";"524634";"1838";"2436";"2464";"527097"
"75926";"A045364";"PV31  ";"2017MM01";"527097";"107";"229";"170";"527267"
"75927";"A045364";"PV31  ";"2017MM02";"527267";"110";"162";"164";"527431"
"75928";"A045364";"PV31  ";"2017MM03";"527431";"293";"149";"246";"527677"
"75929";"A045364";"PV31  ";"2017KW01";"527097";"510";"540";"580";"527677"
"75930";"A045364";"PV31  ";"2017MM04";"527677";"195";"157";"208";"527885"
"75931";"A045364";"PV31  ";"2017MM05";"527885";"178";"112";"145";"528030"
"75932";"A045364";"PV31  ";"2017MM06";"528030";"131";"107";"59";"528089"
"75933";"A045364";"PV31  ";"2017KW02";"527677";"504";"376";"412";"528089"
"75934";"A045364";"PV31  ";"2017MM07";"528089";"145";"128";"145";"528234"
"75935";"A045364";"PV31  ";"2017MM08";"528234";"198";"59";"165";"528399"
"75936";"A045364";"PV31  ";"2017MM09";"528399";"121";"108";"40";"528439"
"75937";"A045364";"PV31  ";"2017KW03";"528089";"464";"295";"350";"528439"
"75938";"A045364";"PV31  ";"2017MM10";"528439";"360";"160";"297";"528736"
"75939";"A045364";"PV31  ";"2017MM11";"528736";"171";"85";"127";"528863"
"75940";"A045364";"PV31  ";"2017MM12";"528863";"222";"285";"438";"529301"
"75941";"A045364";"PV31  ";"2017KW04";"528439";"753";"530";"862";"529301"
"75942";"A045364";"PV31  ";"2017JJ00";"527097";"2231";"1741";"2204";"529301"
"75943";"A045364";"PV31  ";"2018MM01";"529301";"262";"197";"285";"529586"
"75944";"A045364";"PV31  ";"2018MM02";"529586";"128";"134";"138";"529724"
"75945";"A045364";"PV31  ";"2018MM03";"529724";"235";"126";"66";"529790"
"75946";"A045364";"PV31  ";"2018KW01";"529301";"625";"457";"489";"529790"
"75947";"A045364";"PV31  ";"2018MM04";"529790";"202";"68";"127";"529917"
"75948";"A045364";"PV31  ";"2018MM05";"529917";"202";"60";"177";"530094"
"75949";"A045364";"PV31  ";"2018MM06";"530094";"137";"102";"147";"530241"
"75950";"A045364";"PV31  ";"2018KW02";"529790";"541";"230";"451";"530241"
"75951";"A045364";"PV31  ";"2018MM07";"530241";"274";"95";"226";"530467"
"75952";"A045364";"PV31  ";"2018MM08";"530467";"142";"37";"120";"530587"
"75953";"A045364";"PV31  ";"2018MM09";"530587";"88";"108";"70";"530657"
"75954";"A045364";"PV31  ";"2018KW03";"530241";"504";"240";"416";"530657"
"75955";"A045364";"PV31  ";"2018MM10";"530657";"206";"118";"176";"530833"
"75956";"A045364";"PV31  ";"2018MM11";"530833";"148";"138";"-49";"530784"
"75957";"A045364";"PV31  ";"2018MM12";"530784";"206";"133";"298";"531082"
"75958";"A045364";"PV31  ";"2018KW04";"530657";"560";"389";"425";"531082"
"75959";"A045364";"PV31  ";"2018JJ00";"529301";"2230";"1316";"1781";"531082"
"75960";"A045364";"PV31  ";"2019MM01";"531082";"149";"139";"155";"531237"
"75961";"A045364";"PV31  ";"2019MM02";"531237";"217";"67";"207";"531444"
"75962";"A045364";"PV31  ";"2019MM03";"531444";"128";"70";"93";"531537"
"75963";"A045364";"PV31  ";"2019KW01";"531082";"494";"276";"455";"531537"
"75964";"A045364";"PV31  ";"2019MM04";"531537";"165";"158";"261";"531798"
"75965";"A045364";"PV31  ";"2019MM05";"531798";"231";"93";"118";"531916"
"75966";"A045364";"PV31  ";"2019MM06";"531916";"181";"141";"165";"532081"
"75967";"A045364";"PV31  ";"2019KW02";"531537";"577";"392";"544";"532081"
"75968";"A045364";"PV31  ";"2019MM07";"532081";"289";"123";"216";"532297"
"75969";"A045364";"PV31  ";"2019MM08";"532297";"104";"193";"248";"532545"
"75970";"A045364";"PV31  ";"2019MM09";"532545";"158";"87";"82";"532627"
"75971";"A045364";"PV31  ";"2019KW03";"532081";"551";"403";"546";"532627"
"75972";"A045364";"PV31  ";"2019MM10";"532627";"347";"62";"233";"532860"
"75973";"A045364";"PV31  ";"2019MM11";"532860";"193";"67";"175";"533035"
"75974";"A045364";"PV31  ";"2019MM12";"533035";"205";"70";"196";"533231"
"75975";"A045364";"PV31  ";"2019KW04";"532627";"745";"199";"604";"533231"
"75976";"A045364";"PV31  ";"2019JJ00";"531082";"2367";"1270";"2149";"533231"
"75977";"A045364";"PV31  ";"2020MM01";"533231";"245";"471";"563";"533794"
"75978";"A045364";"PV31  ";"2020MM02";"533794";"163";"148";"242";"534036"
"75979";"A045364";"PV31  ";"2020MM03";"534036";"134";"77";"121";"534157"
"75980";"A045364";"PV31  ";"2020KW01";"533231";"542";"696";"926";"534157"
"75981";"A045364";"PV31  ";"2020MM04";"534157";"290";"79";"133";"534290"
"75982";"A045364";"PV31  ";"2020MM05";"534290";"212";"69";"151";"534441"
"75983";"A045364";"PV31  ";"2020MM06";"534441";"346";"56";"289";"534730"
"75984";"A045364";"PV31  ";"2020KW02";"534157";"848";"204";"573";"534730"
"75985";"A045364";"PV31  ";"2020MM07";"534730";"367";"111";"405";"535135"
"75986";"A045364";"PV31  ";"2020MM08";"535135";"120";"250";"305";"535440"
"75987";"A045364";"PV31  ";"2020MM09";"535440";"168";"172";"294";"535734"
"75988";"A045364";"PV31  ";"2020KW03";"534730";"655";"533";"1004";"535734"
"75989";"A045364";"PV31  ";"2020MM10";"535734";"163";"120";"225";"535959"
