,RegioS,Perioden,Woningvoorraad,Toevoeging,Toelichting,PrijsindexVerkoopprijzen_1,OntwikkelingTOVVoorgaandePeriode_2,OntwikkelingTOVEenJaarEerder_3,VerkochteWoningen_4,OntwikkelingTOVVoorgaandePeriode_5,OntwikkelingTOVEenJaarEerder_6,GemiddeldeVerkoopprijs_7,TotaleWaardeVerkoopprijzen_8
62470,PV22,2013.0,218881.0,-3991,Drenthe (PV),103.2,-1.6,-7.8,1034.0,50.9,8.3,191451.0,198.0
62471,PV22,2013.25,214890.0,126,Drenthe (PV),99.7,-3.3,-10.4,624.0,-39.7,-10.9,186468.0,116.0
62472,PV22,2013.5,215016.0,1047,Drenthe (PV),98.7,-1.1,-7.5,688.0,10.3,-28.8,178715.0,123.0
62473,PV22,2013.75,216063.0,1177,Drenthe (PV),97.6,-1.1,-6.9,936.0,36.0,36.6,181214.0,170.0
62474,PV22,2014.0,217240.0,785,Drenthe (PV),98.7,1.1,-4.3,1016.0,8.5,-1.7,181722.0,185.0
62475,PV22,2014.25,218025.0,-151,Drenthe (PV),98.7,0.0,-1.0,783.0,-22.9,25.5,180705.0,141.0
62476,PV22,2014.5,217874.0,98,Drenthe (PV),98.0,-0.7,-0.7,942.0,20.3,36.9,183371.0,173.0
62477,PV22,2014.75,217972.0,42,Drenthe (PV),99.2,1.2,1.7,1105.0,17.3,18.1,187852.0,208.0
62478,PV22,2015.0,218014.0,369,Drenthe (PV),97.9,-1.4,-0.9,1378.0,24.7,35.6,186996.0,258.0
62479,PV22,2015.25,218383.0,76,Drenthe (PV),99.8,2.0,1.1,976.0,-29.2,24.6,186577.0,182.0
62480,PV22,2015.5,218459.0,36,Drenthe (PV),99.2,-0.6,1.2,1160.0,18.9,23.1,194019.0,225.0
62481,PV22,2015.75,218495.0,-1,Drenthe (PV),100.4,1.2,1.2,1364.0,17.6,23.4,192686.0,263.0
62482,PV22,2016.0,218494.0,131,Drenthe (PV),100.6,0.1,2.8,1511.0,10.8,9.7,201843.0,305.0
62483,PV22,2016.25,218625.0,252,Drenthe (PV),100.1,-0.5,0.3,1165.0,-22.9,19.4,200577.0,234.0
62484,PV22,2016.5,218877.0,-246,Drenthe (PV),101.4,1.3,2.2,1493.0,28.2,28.7,204640.0,306.0
62485,PV22,2016.75,218631.0,475,Drenthe (PV),103.1,1.7,2.6,1680.0,12.5,23.2,210131.0,353.0
62486,PV22,2017.0,219106.0,134,Drenthe (PV),103.9,0.8,3.3,1784.0,6.2,18.1,205088.0,366.0
62487,PV22,2017.25,219240.0,443,Drenthe (PV),105.0,1.0,4.9,1586.0,-11.1,36.1,208940.0,331.0
62488,PV22,2017.5,219683.0,458,Drenthe (PV),106.7,1.6,5.2,1788.0,12.7,19.8,214920.0,384.0
62489,PV22,2017.75,220141.0,314,Drenthe (PV),108.6,1.9,5.4,1964.0,9.8,16.9,215591.0,423.0
62490,PV22,2018.0,220455.0,363,Drenthe (PV),110.0,1.3,5.9,2183.0,11.2,22.4,213982.0,467.0
62491,PV22,2018.25,220818.0,178,Drenthe (PV),111.3,1.1,6.0,1635.0,-25.1,3.1,221345.0,362.0
62492,PV22,2018.5,220996.0,126,Drenthe (PV),113.4,1.9,6.4,1743.0,6.6,-2.5,224970.0,392.0
62493,PV22,2018.75,221122.0,635,Drenthe (PV),116.2,2.5,7.0,1864.0,6.9,-5.1,231765.0,432.0
62494,PV22,2019.0,221757.0,440,Drenthe (PV),118.3,1.8,7.5,1834.0,-1.6,-16.0,234656.0,430.0
62495,PV22,2019.25,222197.0,290,Drenthe (PV),121.6,2.8,9.3,1579.0,-13.9,-3.4,233442.0,369.0
62496,PV22,2019.5,222487.0,-21,Drenthe (PV),122.0,0.3,7.6,1683.0,6.6,-3.4,236670.0,398.0
62497,PV22,2019.75,222466.0,363,Drenthe (PV),126.2,3.4,8.6,1799.0,6.9,-3.5,248142.0,446.0
62498,PV22,2020.0,222829.0,422,Drenthe (PV),127.1,0.7,7.4,1913.0,6.3,4.3,247761.0,474.0
62499,PV22,2020.25,223251.0,89,Drenthe (PV),130.0,2.3,6.9,1658.0,-13.3,5.0,252767.0,419.0
62500,PV22,2020.5,223340.0,230,Drenthe (PV),132.7,2.1,8.8,1808.0,9.0,7.4,263864.0,477.0
62501,PV22,2020.75,223570.0,331,Drenthe (PV),136.2,2.6,7.9,1909.0,5.6,6.1,270676.0,517.0
62502,PV23,1995.25,394763.0,669,Overijssel (PV),43.0,,,1811.0,,,80468.0,146.0
62503,PV23,1995.5,395432.0,1132,Overijssel (PV),42.6,-0.9,,2284.0,26.1,,83183.0,190.0
62504,PV23,1995.75,396564.0,2014,Overijssel (PV),43.9,3.0,,2620.0,14.7,,84490.0,221.0
62505,PV23,1996.0,398578.0,2751,Overijssel (PV),44.9,2.2,,2871.0,9.6,,85085.0,244.0
62506,PV23,1996.25,401287.0,572,Overijssel (PV),45.8,2.0,6.4,2227.0,-22.4,23.0,86285.0,192.0
62507,PV23,1996.5,401859.0,1373,Overijssel (PV),48.2,5.2,13.0,2894.0,30.0,26.7,88549.0,256.0
62508,PV23,1996.75,403232.0,1436,Overijssel (PV),49.4,2.6,12.6,3283.0,13.4,25.3,92645.0,304.0
62509,PV23,1997.0,404668.0,2759,Overijssel (PV),50.9,3.0,13.5,3227.0,-1.7,12.4,94008.0,303.0
62510,PV23,1997.25,407305.0,690,Overijssel (PV),52.1,2.4,13.9,2055.0,-36.3,-7.7,96978.0,199.0
62511,PV23,1997.5,407995.0,1424,Overijssel (PV),53.8,3.3,11.7,2935.0,42.8,1.4,101507.0,298.0
62512,PV23,1997.75,409419.0,1563,Overijssel (PV),54.1,0.6,9.5,3415.0,16.4,4.0,101372.0,346.0
62513,PV23,1998.0,410982.0,2954,Overijssel (PV),56.0,3.4,9.9,3552.0,4.0,10.1,106517.0,378.0
62514,PV23,1998.25,413935.0,771,Overijssel (PV),56.6,1.1,8.6,2535.0,-28.6,23.4,105395.0,267.0
62515,PV23,1998.5,414706.0,1057,Overijssel (PV),58.0,2.5,7.7,3077.0,21.4,4.8,106927.0,329.0
62516,PV23,1998.75,415763.0,1129,Overijssel (PV),59.9,3.2,10.6,3171.0,3.1,-7.1,111963.0,355.0
62517,PV23,1999.0,416892.0,2993,Overijssel (PV),62.5,4.4,11.7,3459.0,9.1,-2.6,115486.0,399.0
62518,PV23,1999.25,420125.0,676,Overijssel (PV),64.5,3.2,14.0,2654.0,-23.3,4.7,119989.0,318.0
62519,PV23,1999.5,420801.0,897,Overijssel (PV),67.2,4.2,15.9,3266.0,23.1,6.1,124407.0,406.0
62520,PV23,1999.75,421698.0,822,Overijssel (PV),70.7,5.2,18.1,3608.0,10.5,13.8,130193.0,470.0
62521,PV23,2000.0,422520.0,2848,Overijssel (PV),72.8,3.0,16.5,3620.0,0.3,4.7,136000.0,492.0
62522,PV23,2000.25,424969.0,366,Overijssel (PV),77.6,6.6,20.4,2329.0,-35.7,-12.2,138065.0,322.0
62523,PV23,2000.5,425335.0,553,Overijssel (PV),81.0,4.4,20.6,2717.0,16.7,-16.8,148123.0,402.0
62524,PV23,2000.75,425888.0,1133,Overijssel (PV),84.2,3.9,19.1,2889.0,6.3,-19.9,157310.0,454.0
62525,PV23,2001.0,427021.0,1644,Overijssel (PV),86.5,2.7,18.7,3100.0,7.3,-14.4,163114.0,506.0
62526,PV23,2001.25,428623.0,676,Overijssel (PV),88.7,2.6,14.2,2393.0,-22.8,2.7,162191.0,388.0
62527,PV23,2001.5,429299.0,559,Overijssel (PV),91.4,3.0,12.7,2891.0,20.8,6.4,166778.0,482.0
62528,PV23,2001.75,429858.0,1017,Overijssel (PV),94.9,3.9,12.7,3117.0,7.8,7.9,177279.0,553.0
62529,PV23,2002.0,430875.0,1950,Overijssel (PV),94.2,-0.7,8.9,3502.0,12.4,13.0,172109.0,603.0
62530,PV23,2002.25,432437.0,460,Overijssel (PV),96.5,2.5,8.9,2880.0,-17.8,20.4,170313.0,491.0
62531,PV23,2002.5,432897.0,562,Overijssel (PV),97.4,0.9,6.6,3099.0,7.6,7.2,177583.0,550.0
62532,PV23,2002.75,433459.0,871,Overijssel (PV),100.3,3.0,5.7,3225.0,4.1,3.5,183632.0,592.0
62533,PV23,2003.0,434330.0,767,Overijssel (PV),99.4,-0.9,5.5,3395.0,5.3,-3.1,181338.0,616.0
62534,PV23,2003.25,435537.0,217,Overijssel (PV),100.1,0.8,3.7,2594.0,-23.6,-9.9,181035.0,470.0
62535,PV23,2003.5,435754.0,541,Overijssel (PV),101.4,1.2,4.1,3048.0,17.5,-1.6,185575.0,566.0
62536,PV23,2003.75,436295.0,1003,Overijssel (PV),102.1,0.7,1.8,3159.0,3.6,-2.0,180683.0,571.0
62537,PV23,2004.0,437298.0,1967,Overijssel (PV),104.1,2.0,4.8,3617.0,14.5,6.5,191439.0,692.0
62538,PV23,2004.25,438571.0,750,Overijssel (PV),104.9,0.7,4.7,2414.0,-33.3,-6.9,190930.0,461.0
62539,PV23,2004.5,439321.0,838,Overijssel (PV),106.2,1.3,4.8,2997.0,24.2,-1.7,192182.0,576.0
62540,PV23,2004.75,440159.0,485,Overijssel (PV),107.1,0.8,4.9,3116.0,4.0,-1.4,193905.0,604.0
62541,PV23,2005.0,440644.0,2001,Overijssel (PV),107.7,0.6,3.5,3479.0,11.7,-3.8,190629.0,663.0
62542,PV23,2005.25,442319.0,1220,Overijssel (PV),107.8,0.1,2.9,2758.0,-20.7,14.3,192214.0,530.0
62543,PV23,2005.5,443539.0,653,Overijssel (PV),109.7,1.8,3.3,3239.0,17.4,8.1,196612.0,637.0
62544,PV23,2005.75,444192.0,519,Overijssel (PV),111.1,1.2,3.7,3414.0,5.4,9.6,199896.0,682.0
62545,PV23,2006.0,444711.0,2329,Overijssel (PV),112.4,1.2,4.3,3432.0,0.5,-1.4,203852.0,700.0
62546,PV23,2006.25,446506.0,534,Overijssel (PV),113.8,1.2,5.5,2940.0,-14.3,6.6,205358.0,604.0
62547,PV23,2006.5,447040.0,618,Overijssel (PV),115.2,1.2,5.0,3196.0,8.7,-1.3,205190.0,656.0
62548,PV23,2006.75,447658.0,861,Overijssel (PV),115.6,0.4,4.1,3285.0,2.8,-3.8,210593.0,692.0
62549,PV23,2007.0,448519.0,2125,Overijssel (PV),115.9,0.3,3.1,3308.0,0.7,-3.6,206292.0,682.0
62550,PV23,2007.25,450035.0,633,Overijssel (PV),116.7,0.7,2.6,2606.0,-21.2,-11.4,211393.0,551.0
62551,PV23,2007.5,450668.0,1085,Overijssel (PV),117.6,0.8,2.1,3118.0,19.6,-2.4,218255.0,681.0
62552,PV23,2007.75,451753.0,1495,Overijssel (PV),118.3,0.6,2.3,3156.0,1.2,-3.9,220935.0,697.0
62553,PV23,2008.0,453248.0,2672,Overijssel (PV),117.8,-0.5,1.6,3344.0,6.0,1.1,211822.0,708.0
62554,PV23,2008.25,456193.0,572,Overijssel (PV),120.2,2.1,3.0,2553.0,-23.7,-2.0,215061.0,549.0
62555,PV23,2008.5,456765.0,935,Overijssel (PV),119.7,-0.4,1.8,2962.0,16.0,-5.0,222313.0,658.0
62556,PV23,2008.75,457700.0,404,Overijssel (PV),120.8,0.9,2.1,2927.0,-1.2,-7.3,222067.0,650.0
62557,PV23,2009.0,458104.0,2471,Overijssel (PV),119.2,-1.4,1.2,2824.0,-3.5,-15.6,218350.0,617.0
62558,PV23,2009.25,460285.0,397,Overijssel (PV),119.5,0.3,-0.6,1622.0,-42.6,-36.5,220490.0,358.0
62559,PV23,2009.5,460682.0,645,Overijssel (PV),116.5,-2.5,-2.7,1817.0,12.0,-38.7,213528.0,388.0
62560,PV23,2009.75,461327.0,882,Overijssel (PV),115.4,-0.9,-4.5,2107.0,16.0,-28.0,209632.0,442.0
62561,PV23,2010.0,462209.0,1679,Overijssel (PV),114.6,-0.7,-3.8,2307.0,9.5,-18.3,208265.0,480.0
62562,PV23,2010.25,463780.0,549,Overijssel (PV),113.9,-0.7,-4.7,1632.0,-29.3,0.6,206764.0,337.0
62563,PV23,2010.5,464329.0,-11,Overijssel (PV),114.9,0.9,-1.4,2018.0,23.7,11.1,215075.0,434.0
62564,PV23,2010.75,464318.0,584,Overijssel (PV),114.6,-0.2,-0.7,2033.0,0.7,-3.5,212465.0,432.0
62565,PV23,2011.0,464902.0,1265,Overijssel (PV),113.6,-0.9,-0.9,2137.0,5.1,-7.4,209315.0,447.0
62566,PV23,2011.25,465936.0,633,Overijssel (PV),111.5,-1.8,-2.1,1735.0,-18.8,6.3,206416.0,358.0
62567,PV23,2011.5,466569.0,663,Overijssel (PV),111.8,0.3,-2.7,1810.0,4.3,-10.3,211101.0,382.0
62568,PV23,2011.75,467232.0,718,Overijssel (PV),111.4,-0.4,-2.8,1951.0,7.8,-4.0,211083.0,412.0
62569,PV23,2012.0,467950.0,1477,Overijssel (PV),109.0,-2.1,-4.0,2046.0,4.9,-4.3,204340.0,418.0
62570,PV23,2012.25,482575.0,1201,Overijssel (PV),109.2,0.2,-2.0,1587.0,-22.4,-8.5,207311.0,329.0
62571,PV23,2012.5,483776.0,251,Overijssel (PV),107.0,-2.1,-4.3,2301.0,45.0,27.1,208375.0,479.0
62572,PV23,2012.75,484027.0,722,Overijssel (PV),102.3,-4.4,-8.2,1581.0,-31.3,-19.0,195211.0,309.0
62573,PV23,2013.0,484750.0,642,Overijssel (PV),102.6,0.3,-5.9,2374.0,50.2,16.0,198608.0,471.0
62574,PV23,2013.25,485392.0,594,Overijssel (PV),100.2,-2.3,-8.3,1477.0,-37.8,-6.9,191167.0,282.0
62575,PV23,2013.5,485986.0,108,Overijssel (PV),97.3,-2.9,-9.0,1338.0,-9.4,-41.9,186930.0,250.0
62576,PV23,2013.75,486095.0,717,Overijssel (PV),98.7,1.5,-3.5,1759.0,31.5,11.3,192401.0,338.0
62577,PV23,2014.0,486812.0,765,Overijssel (PV),97.9,-0.8,-4.5,2266.0,28.8,-4.5,188383.0,427.0
62578,PV23,2014.25,487577.0,613,Overijssel (PV),99.2,1.3,-1.0,1801.0,-20.5,21.9,190372.0,343.0
62579,PV23,2014.5,488191.0,191,Overijssel (PV),99.1,-0.1,1.8,2096.0,16.4,56.7,198732.0,417.0
62580,PV23,2014.75,488382.0,706,Overijssel (PV),99.4,0.3,0.7,2158.0,3.0,22.7,197364.0,426.0
62581,PV23,2015.0,489088.0,1138,Overijssel (PV),99.0,-0.5,1.0,3116.0,44.4,37.5,199619.0,622.0
62582,PV23,2015.25,490227.0,776,Overijssel (PV),99.4,0.5,0.2,2065.0,-33.7,14.7,191001.0,394.0
62583,PV23,2015.5,491003.0,732,Overijssel (PV),99.8,0.4,0.7,2354.0,14.0,12.3,199818.0,470.0
62584,PV23,2015.75,491735.0,815,Overijssel (PV),100.1,0.3,0.7,2913.0,23.7,35.0,199799.0,582.0
62585,PV23,2016.0,492551.0,1206,Overijssel (PV),100.8,0.7,1.8,3130.0,7.4,0.4,201960.0,632.0
62586,PV23,2016.25,493757.0,1591,Overijssel (PV),102.7,1.9,3.3,2510.0,-19.8,21.6,207814.0,522.0
62587,PV23,2016.5,495348.0,224,Overijssel (PV),103.0,0.3,3.2,3041.0,21.2,29.2,208473.0,634.0
62588,PV23,2016.75,495572.0,829,Overijssel (PV),104.6,1.6,4.5,3783.0,24.4,29.9,213411.0,807.0
62589,PV23,2017.0,496401.0,960,Overijssel (PV),105.2,0.6,4.4,3763.0,-0.5,20.2,211640.0,796.0
62590,PV23,2017.25,497361.0,-658,Overijssel (PV),106.9,1.6,4.1,3613.0,-4.0,43.9,223858.0,809.0
62591,PV23,2017.5,496703.0,976,Overijssel (PV),108.7,1.7,5.6,3705.0,2.5,21.8,223358.0,828.0
62592,PV23,2017.75,497679.0,1093,Overijssel (PV),111.3,2.3,6.4,3861.0,4.2,2.1,232239.0,897.0
62593,PV23,2018.0,498772.0,1179,Overijssel (PV),112.7,1.3,7.1,4291.0,11.1,14.0,228771.0,982.0
62594,PV23,2018.25,499951.0,1071,Overijssel (PV),114.8,1.9,7.4,3313.0,-22.8,-8.3,234642.0,777.0
62595,PV23,2018.5,501022.0,1046,Overijssel (PV),116.8,1.8,7.5,3393.0,2.4,-8.4,242719.0,824.0
62596,PV23,2018.75,502068.0,1581,Overijssel (PV),119.7,2.5,7.6,3693.0,8.8,-4.4,247190.0,913.0
62597,PV23,2019.0,503649.0,1694,Overijssel (PV),121.1,1.1,7.5,3894.0,5.4,-9.3,251044.0,978.0
62598,PV23,2019.25,505343.0,1080,Overijssel (PV),123.3,1.8,7.4,2996.0,-23.1,-9.6,256488.0,768.0
62599,PV23,2019.5,506423.0,1076,Overijssel (PV),123.8,0.4,6.0,3444.0,15.0,1.5,255384.0,880.0
62600,PV23,2019.75,507499.0,1115,Overijssel (PV),127.5,3.0,6.5,3727.0,8.2,0.9,262709.0,979.0
62601,PV23,2020.0,508614.0,1682,Overijssel (PV),128.7,0.9,6.3,3876.0,4.0,-0.5,264682.0,1026.0
62602,PV23,2020.25,510296.0,995,Overijssel (PV),132.0,2.6,7.1,3311.0,-14.6,10.5,273976.0,907.0
62603,PV23,2020.5,511291.0,1093,Overijssel (PV),135.0,2.2,9.0,3786.0,14.3,9.9,281190.0,1065.0
62604,PV23,2020.75,512384.0,1431,Overijssel (PV),138.3,2.5,8.5,4122.0,8.9,10.6,285706.0,1178.0
62605,PV24,1995.25,98671.0,621,Flevoland (PV),49.4,,,529.0,,,91433.0,48.0
62606,PV24,1995.5,99292.0,1210,Flevoland (PV),49.4,-0.1,,663.0,25.3,,89074.0,59.0
62607,PV24,1995.75,100502.0,1123,Flevoland (PV),50.7,2.7,,684.0,3.2,,90803.0,62.0
62608,PV24,1996.0,101625.0,2046,Flevoland (PV),51.4,1.4,,861.0,25.9,,93207.0,80.0
62609,PV24,1996.25,103463.0,456,Flevoland (PV),51.3,-0.3,3.8,817.0,-5.1,54.4,95309.0,78.0
62610,PV24,1996.5,103919.0,579,Flevoland (PV),53.7,4.7,8.7,987.0,20.8,48.9,97237.0,96.0
62611,PV24,1996.75,104498.0,895,Flevoland (PV),55.9,4.2,10.3,1066.0,8.0,55.8,99210.0,106.0
62612,PV24,1997.0,105393.0,2136,Flevoland (PV),56.5,1.1,9.9,1196.0,12.2,38.9,99287.0,119.0
62613,PV24,1997.25,107419.0,361,Flevoland (PV),57.0,0.9,11.2,894.0,-25.3,9.4,96216.0,86.0
62614,PV24,1997.5,107780.0,692,Flevoland (PV),57.8,1.3,7.6,1225.0,37.0,24.1,94041.0,115.0
62615,PV24,1997.75,108472.0,1573,Flevoland (PV),59.1,2.3,5.7,1324.0,8.1,24.2,102320.0,135.0
62616,PV24,1998.0,110045.0,2726,Flevoland (PV),60.7,2.7,7.3,1478.0,11.6,23.6,104443.0,154.0
62617,PV24,1998.25,112903.0,1460,Flevoland (PV),61.3,1.0,7.5,1117.0,-24.4,24.9,107420.0,120.0
62618,PV24,1998.5,114363.0,398,Flevoland (PV),62.0,1.1,7.3,1530.0,37.0,24.9,109560.0,168.0
62619,PV24,1998.75,114761.0,1008,Flevoland (PV),64.2,3.6,8.6,1712.0,11.9,29.3,109045.0,187.0
62620,PV24,1999.0,115769.0,2426,Flevoland (PV),65.4,1.9,7.7,1968.0,15.0,33.2,107412.0,211.0
62621,PV24,1999.25,118115.0,462,Flevoland (PV),70.1,7.2,14.4,1734.0,-11.9,55.2,107493.0,186.0
62622,PV24,1999.5,118577.0,1043,Flevoland (PV),73.1,4.3,18.0,1630.0,-6.0,6.5,119753.0,195.0
62623,PV24,1999.75,119620.0,342,Flevoland (PV),77.0,5.2,19.9,1798.0,10.3,5.0,126774.0,228.0
62624,PV24,2000.0,119962.0,2081,Flevoland (PV),81.1,5.3,24.0,1652.0,-8.1,-16.1,139154.0,230.0
62625,PV24,2000.25,122033.0,318,Flevoland (PV),84.5,4.2,20.5,1234.0,-25.3,-28.8,144967.0,179.0
62626,PV24,2000.5,122351.0,601,Flevoland (PV),87.9,4.0,20.2,1443.0,16.9,-11.5,151059.0,218.0
62627,PV24,2000.75,122952.0,969,Flevoland (PV),91.4,4.0,18.7,1551.0,7.5,-13.7,160229.0,249.0
62628,PV24,2001.0,123921.0,2643,Flevoland (PV),92.6,1.3,14.3,1558.0,0.5,-5.7,165058.0,257.0
62629,PV24,2001.25,126542.0,436,Flevoland (PV),96.0,3.7,13.7,1140.0,-26.8,-7.6,160911.0,183.0
62630,PV24,2001.5,126978.0,594,Flevoland (PV),97.7,1.7,11.1,1535.0,34.6,6.4,160240.0,246.0
62631,PV24,2001.75,127572.0,1205,Flevoland (PV),98.3,0.7,7.6,1910.0,24.4,23.1,158773.0,303.0
62632,PV24,2002.0,128777.0,2077,Flevoland (PV),99.5,1.2,7.4,2008.0,5.1,28.9,164945.0,331.0
62633,PV24,2002.25,130769.0,572,Flevoland (PV),102.0,2.5,6.2,1361.0,-32.2,19.4,175183.0,238.0
62634,PV24,2002.5,131341.0,756,Flevoland (PV),103.6,1.6,6.1,1558.0,14.5,1.5,179180.0,279.0
62635,PV24,2002.75,132097.0,181,Flevoland (PV),105.8,2.1,7.6,1649.0,5.8,-13.7,180255.0,297.0
62636,PV24,2003.0,132278.0,1635,Flevoland (PV),106.5,0.7,7.0,1576.0,-4.4,-21.5,182168.0,287.0
62637,PV24,2003.25,133927.0,298,Flevoland (PV),106.7,0.2,4.6,1222.0,-22.5,-10.2,177058.0,216.0
62638,PV24,2003.5,134225.0,774,Flevoland (PV),108.3,1.5,4.5,1363.0,11.5,-12.5,186969.0,255.0
62639,PV24,2003.75,134999.0,880,Flevoland (PV),108.3,0.0,2.4,1541.0,13.1,-6.5,191103.0,294.0
62640,PV24,2004.0,135879.0,1806,Flevoland (PV),108.9,0.5,2.2,1516.0,-1.6,-3.8,196102.0,297.0
62641,PV24,2004.25,137630.0,244,Flevoland (PV),109.1,0.2,2.2,1019.0,-32.8,-16.6,185972.0,190.0
62642,PV24,2004.5,137874.0,358,Flevoland (PV),109.1,0.0,0.7,1247.0,22.4,-8.5,191940.0,239.0
62643,PV24,2004.75,138232.0,64,Flevoland (PV),110.0,0.9,1.6,1348.0,8.1,-12.5,197902.0,267.0
62644,PV24,2005.0,138296.0,1602,Flevoland (PV),111.2,1.1,2.2,1391.0,3.2,-8.2,190732.0,265.0
62645,PV24,2005.25,139841.0,31,Flevoland (PV),111.1,-0.1,1.9,1057.0,-24.0,3.7,192847.0,204.0
62646,PV24,2005.5,139872.0,393,Flevoland (PV),112.2,1.0,2.9,1290.0,22.0,3.4,194496.0,251.0
62647,PV24,2005.75,140265.0,444,Flevoland (PV),113.6,1.2,3.2,1352.0,4.8,0.3,199890.0,270.0
62648,PV24,2006.0,140709.0,849,Flevoland (PV),113.7,0.1,2.2,1486.0,9.9,6.8,196528.0,292.0
62649,PV24,2006.25,141615.0,229,Flevoland (PV),114.8,1.0,3.3,1265.0,-14.9,19.7,203324.0,257.0
62650,PV24,2006.5,141844.0,286,Flevoland (PV),114.8,0.1,2.3,1371.0,8.4,6.3,205380.0,282.0
62651,PV24,2006.75,142130.0,701,Flevoland (PV),115.8,0.8,2.0,1489.0,8.6,10.1,208525.0,310.0
62652,PV24,2007.0,142831.0,843,Flevoland (PV),116.1,0.3,2.1,1382.0,-7.2,-7.0,208896.0,289.0
62653,PV24,2007.25,143619.0,221,Flevoland (PV),117.6,1.3,2.5,1144.0,-17.2,-9.6,209520.0,240.0
62654,PV24,2007.5,143840.0,449,Flevoland (PV),117.6,0.0,2.4,1315.0,14.9,-4.1,214800.0,282.0
62655,PV24,2007.75,144289.0,588,Flevoland (PV),118.2,0.4,2.1,1452.0,10.4,-2.5,213051.0,309.0
62656,PV24,2008.0,144877.0,951,Flevoland (PV),118.9,0.6,2.4,1322.0,-9.0,-4.3,214059.0,283.0
62657,PV24,2008.25,145871.0,679,Flevoland (PV),116.9,-1.6,-0.6,997.0,-24.6,-12.9,217086.0,216.0
62658,PV24,2008.5,146550.0,376,Flevoland (PV),118.7,1.5,0.9,1274.0,27.8,-3.1,217170.0,277.0
62659,PV24,2008.75,146926.0,846,Flevoland (PV),119.4,0.6,1.0,1241.0,-2.6,-14.5,223899.0,278.0
62660,PV24,2009.0,147772.0,867,Flevoland (PV),119.1,-0.2,0.2,1168.0,-5.9,-11.6,218466.0,255.0
62661,PV24,2009.25,148663.0,544,Flevoland (PV),117.1,-1.7,0.2,697.0,-40.3,-30.1,208325.0,145.0
62662,PV24,2009.5,149207.0,485,Flevoland (PV),115.6,-1.3,-2.5,766.0,9.9,-39.9,209239.0,160.0
62663,PV24,2009.75,149692.0,534,Flevoland (PV),113.8,-1.6,-4.7,779.0,1.7,-37.2,201000.0,157.0
62664,PV24,2010.0,150226.0,1102,Flevoland (PV),112.7,-0.9,-5.3,814.0,4.5,-30.3,205386.0,167.0
62665,PV24,2010.25,151282.0,459,Flevoland (PV),112.0,-0.6,-4.4,632.0,-22.4,-9.3,211061.0,133.0
62666,PV24,2010.5,151741.0,411,Flevoland (PV),112.4,0.3,-2.8,707.0,11.9,-7.7,200519.0,142.0
62667,PV24,2010.75,152152.0,532,Flevoland (PV),113.3,0.8,-0.5,667.0,-5.7,-14.4,214087.0,143.0
62668,PV24,2011.0,152684.0,1214,Flevoland (PV),109.3,-3.5,-3.1,693.0,3.9,-14.9,201258.0,139.0
62669,PV24,2011.25,153853.0,403,Flevoland (PV),109.7,0.4,-2.1,607.0,-12.4,-4.0,205297.0,125.0
62670,PV24,2011.5,154256.0,309,Flevoland (PV),109.3,-0.4,-2.8,614.0,1.2,-13.2,197966.0,122.0
62671,PV24,2011.75,154565.0,356,Flevoland (PV),107.4,-1.7,-5.2,616.0,0.3,-7.6,199545.0,123.0
62672,PV24,2012.0,154921.0,855,Flevoland (PV),108.6,1.1,-0.6,739.0,20.0,6.6,194750.0,144.0
62673,PV24,2012.25,158061.0,275,Flevoland (PV),106.0,-2.3,-3.3,495.0,-33.0,-18.5,198331.0,98.0
62674,PV24,2012.5,158336.0,457,Flevoland (PV),104.0,-2.0,-4.9,749.0,51.3,22.0,192425.0,144.0
62675,PV24,2012.75,158793.0,285,Flevoland (PV),101.3,-2.6,-5.7,548.0,-26.8,-11.0,185619.0,102.0
62676,PV24,2013.0,159078.0,418,Flevoland (PV),100.7,-0.6,-7.3,772.0,40.9,4.5,183163.0,141.0
62677,PV24,2013.25,159496.0,513,Flevoland (PV),99.1,-1.6,-6.6,574.0,-25.6,16.0,178351.0,102.0
62678,PV24,2013.5,160009.0,433,Flevoland (PV),97.1,-1.9,-6.5,485.0,-15.5,-35.2,175473.0,85.0
62679,PV24,2013.75,160442.0,285,Flevoland (PV),97.5,0.3,-3.8,655.0,35.1,19.5,180773.0,118.0
62680,PV24,2014.0,160727.0,785,Flevoland (PV),97.4,0.0,-3.2,794.0,21.2,2.9,177932.0,141.0
62681,PV24,2014.25,161512.0,227,Flevoland (PV),98.0,0.6,-1.1,667.0,-16.0,16.2,188721.0,126.0
62682,PV24,2014.5,161739.0,260,Flevoland (PV),98.2,0.2,1.1,751.0,12.6,54.8,185899.0,140.0
62683,PV24,2014.75,161999.0,436,Flevoland (PV),98.3,0.1,0.8,843.0,12.3,28.7,192725.0,162.0
62684,PV24,2015.0,162435.0,296,Flevoland (PV),100.1,1.9,2.8,1106.0,31.2,39.3,186744.0,207.0
62685,PV24,2015.25,162731.0,-605,Flevoland (PV),98.4,-1.7,0.4,833.0,-24.7,24.9,183166.0,153.0
62686,PV24,2015.5,162126.0,111,Flevoland (PV),99.4,1.1,1.3,837.0,0.5,11.5,198649.0,166.0
62687,PV24,2015.75,162237.0,234,Flevoland (PV),100.8,1.4,2.6,1201.0,43.5,42.5,195093.0,234.0
