,RegioS,Perioden,Woningvoorraad,Toevoeging,Toelichting,PrijsindexVerkoopprijzen_1,OntwikkelingTOVVoorgaandePeriode_2,OntwikkelingTOVEenJaarEerder_3,VerkochteWoningen_4,OntwikkelingTOVVoorgaandePeriode_5,OntwikkelingTOVEenJaarEerder_6,GemiddeldeVerkoopprijs_7,TotaleWaardeVerkoopprijzen_8
0,GM0003,1995.25,5318.0,20,Appingedam,,,,,,,,
1,GM0003,1995.5,5338.0,8,Appingedam,,,,,,,,
2,GM0003,1995.75,5346.0,33,Appingedam,,,,,,,,
3,GM0003,1996.0,5379.0,3,Appingedam,,,,,,,,
4,GM0003,1996.25,5375.0,2,Appingedam,,,,,,,,
5,GM0003,1996.5,5377.0,18,Appingedam,,,,,,,,
6,GM0003,1996.75,5395.0,17,Appingedam,,,,,,,,
7,GM0003,1997.0,5412.0,9,Appingedam,,,,,,,,
8,GM0003,1997.25,5427.0,11,Appingedam,,,,,,,,
9,GM0003,1997.5,5438.0,5,Appingedam,,,,,,,,
10,GM0003,1997.75,5443.0,0,Appingedam,,,,,,,,
11,GM0003,1998.0,5443.0,-21,Appingedam,,,,,,,,
12,GM0003,1998.25,5421.0,11,Appingedam,,,,,,,,
13,GM0003,1998.5,5432.0,0,Appingedam,,,,,,,,
14,GM0003,1998.75,5432.0,4,Appingedam,,,,,,,,
15,GM0003,1999.0,5436.0,62,Appingedam,,,,,,,,
16,GM0003,1999.25,5495.0,6,Appingedam,,,,,,,,
17,GM0003,1999.5,5501.0,17,Appingedam,,,,,,,,
18,GM0003,1999.75,5518.0,11,Appingedam,,,,,,,,
19,GM0003,2000.0,5529.0,46,Appingedam,,,,,,,,
20,GM0003,2000.25,5577.0,7,Appingedam,,,,,,,,
21,GM0003,2000.5,5584.0,10,Appingedam,,,,,,,,
22,GM0003,2000.75,5594.0,-24,Appingedam,,,,,,,,
23,GM0003,2001.0,5570.0,6,Appingedam,,,,,,,,
24,GM0003,2001.25,5561.0,-14,Appingedam,,,,,,,,
25,GM0003,2001.5,5547.0,30,Appingedam,,,,,,,,
26,GM0003,2001.75,5577.0,2,Appingedam,,,,,,,,
27,GM0003,2002.0,5579.0,1,Appingedam,,,,,,,,
28,GM0003,2002.25,5599.0,21,Appingedam,,,,,,,,
29,GM0003,2002.5,5620.0,37,Appingedam,,,,,,,,
30,GM0003,2002.75,5657.0,20,Appingedam,,,,,,,,
31,GM0003,2003.0,5677.0,-48,Appingedam,,,,,,,,
32,GM0003,2003.25,5611.0,4,Appingedam,,,,,,,,
33,GM0003,2003.5,5615.0,6,Appingedam,,,,,,,,
34,GM0003,2003.75,5621.0,-15,Appingedam,,,,,,,,
35,GM0003,2004.0,5606.0,22,Appingedam,,,,,,,,
36,GM0003,2004.25,5628.0,12,Appingedam,,,,,,,,
37,GM0003,2004.5,5640.0,-16,Appingedam,,,,,,,,
38,GM0003,2004.75,5624.0,-27,Appingedam,,,,,,,,
39,GM0003,2005.0,5597.0,2,Appingedam,,,,,,,,
40,GM0003,2005.25,5596.0,-26,Appingedam,,,,,,,,
41,GM0003,2005.5,5570.0,10,Appingedam,,,,,,,,
42,GM0003,2005.75,5580.0,-20,Appingedam,,,,,,,,
43,GM0003,2006.0,5560.0,23,Appingedam,,,,,,,,
44,GM0003,2006.25,5583.0,-,Appingedam,,,,,,,,
45,GM0003,2006.5,5583.0,-80,Appingedam,,,,,,,,
46,GM0003,2006.75,5503.0,15,Appingedam,,,,,,,,
47,GM0003,2007.0,5518.0,-4,Appingedam,,,,,,,,
48,GM0003,2007.25,5514.0,-12,Appingedam,,,,,,,,
49,GM0003,2007.5,5502.0,13,Appingedam,,,,,,,,
50,GM0003,2007.75,5515.0,-24,Appingedam,,,,,,,,
51,GM0003,2008.0,5491.0,12,Appingedam,,,,,,,,
52,GM0003,2008.25,5513.0,-16,Appingedam,,,,,,,,
53,GM0003,2008.5,5497.0,1,Appingedam,,,,,,,,
54,GM0003,2008.75,5498.0,-,Appingedam,,,,,,,,
55,GM0003,2009.0,5498.0,23,Appingedam,,,,,,,,
56,GM0003,2009.25,5521.0,-,Appingedam,,,,,,,,
57,GM0003,2009.5,5521.0,-,Appingedam,,,,,,,,
58,GM0003,2009.75,5521.0,-,Appingedam,,,,,,,,
59,GM0003,2010.0,5521.0,3,Appingedam,,,,,,,,
60,GM0003,2010.25,5524.0,-,Appingedam,,,,,,,,
61,GM0003,2010.5,5524.0,-,Appingedam,,,,,,,,
62,GM0003,2010.75,5524.0,-,Appingedam,,,,,,,,
63,GM0003,2011.0,5524.0,-,Appingedam,,,,,,,,
64,GM0003,2011.25,5524.0,24,Appingedam,,,,,,,,
65,GM0003,2011.5,5548.0,-80,Appingedam,,,,,,,,
66,GM0003,2011.75,5468.0,-,Appingedam,,,,,,,,
67,GM0003,2012.0,5468.0,130,Appingedam,,,,,,,,
68,GM0003,2012.25,5732.0,50,Appingedam,,,,,,,,
69,GM0003,2012.5,5782.0,-32,Appingedam,,,,,,,,
70,GM0003,2012.75,5750.0,2,Appingedam,,,,,,,,
71,GM0003,2013.0,5752.0,33,Appingedam,,,,,,,,
72,GM0003,2013.25,5785.0,-9,Appingedam,,,,,,,,
73,GM0003,2013.5,5776.0,-17,Appingedam,,,,,,,,
74,GM0003,2013.75,5759.0,77,Appingedam,,,,,,,,
75,GM0003,2014.0,5836.0,4,Appingedam,,,,,,,,
76,GM0003,2014.25,5840.0,10,Appingedam,,,,,,,,
77,GM0003,2014.5,5850.0,7,Appingedam,,,,,,,,
78,GM0003,2014.75,5857.0,-7,Appingedam,,,,,,,,
79,GM0003,2015.0,5850.0,0,Appingedam,,,,,,,,
80,GM0003,2015.25,5850.0,0,Appingedam,,,,,,,,
81,GM0003,2015.5,5850.0,28,Appingedam,,,,,,,,
82,GM0003,2015.75,5878.0,2,Appingedam,,,,,,,,
83,GM0003,2016.0,5880.0,1,Appingedam,,,,,,,,
84,GM0003,2016.25,5881.0,13,Appingedam,,,,,,,,
85,GM0003,2016.5,5894.0,-5,Appingedam,,,,,,,,
86,GM0003,2016.75,5889.0,10,Appingedam,,,,,,,,
87,GM0003,2017.0,5899.0,0,Appingedam,,,,,,,,
88,GM0003,2017.25,5899.0,2,Appingedam,,,,,,,,
89,GM0003,2017.5,5901.0,3,Appingedam,,,,,,,,
90,GM0003,2017.75,5904.0,21,Appingedam,,,,,,,,
91,GM0003,2018.0,5925.0,0,Appingedam,,,,,,,,
92,GM0003,2018.25,5925.0,29,Appingedam,,,,,,,,
93,GM0003,2018.5,5954.0,4,Appingedam,,,,,,,,
94,GM0003,2018.75,5958.0,58,Appingedam,,,,,,,,
95,GM0003,2019.0,6016.0,16,Appingedam,,,,,,,,
96,GM0003,2019.25,6032.0,4,Appingedam,,,,,,,,
97,GM0003,2019.5,6036.0,4,Appingedam,,,,,,,,
98,GM0003,2019.75,6040.0,-26,Appingedam,,,,,,,,
99,GM0003,2020.0,6014.0,28,Appingedam,,,,,,,,
100,GM0003,2020.25,6042.0,59,Appingedam,,,,,,,,
101,GM0003,2020.5,6101.0,-6,Appingedam,,,,,,,,
102,GM0003,2020.75,6095.0,-30,Appingedam,,,,,,,,
103,GM0005,1995.25,3836.0,14,Bedum,,,,,,,,
104,GM0005,1995.5,3850.0,12,Bedum,,,,,,,,
105,GM0005,1995.75,3862.0,1,Bedum,,,,,,,,
106,GM0005,1996.0,3863.0,16,Bedum,,,,,,,,
107,GM0005,1996.25,3877.0,-,Bedum,,,,,,,,
108,GM0005,1996.5,3877.0,12,Bedum,,,,,,,,
109,GM0005,1996.75,3889.0,24,Bedum,,,,,,,,
110,GM0005,1997.0,3913.0,1,Bedum,,,,,,,,
111,GM0005,1997.25,3913.0,2,Bedum,,,,,,,,
112,GM0005,1997.5,3915.0,18,Bedum,,,,,,,,
113,GM0005,1997.75,3933.0,3,Bedum,,,,,,,,
114,GM0005,1998.0,3936.0,11,Bedum,,,,,,,,
115,GM0005,1998.25,3941.0,5,Bedum,,,,,,,,
116,GM0005,1998.5,3946.0,2,Bedum,,,,,,,,
117,GM0005,1998.75,3948.0,7,Bedum,,,,,,,,
118,GM0005,1999.0,3955.0,45,Bedum,,,,,,,,
119,GM0005,1999.25,4000.0,-1,Bedum,,,,,,,,
120,GM0005,1999.5,3999.0,79,Bedum,,,,,,,,
121,GM0005,1999.75,4078.0,-,Bedum,,,,,,,,
122,GM0005,2000.0,4078.0,46,Bedum,,,,,,,,
123,GM0005,2000.25,4115.0,-,Bedum,,,,,,,,
124,GM0005,2000.5,4115.0,-1,Bedum,,,,,,,,
125,GM0005,2000.75,4114.0,-,Bedum,,,,,,,,
126,GM0005,2001.0,4114.0,1,Bedum,,,,,,,,
127,GM0005,2001.25,4115.0,-2,Bedum,,,,,,,,
128,GM0005,2001.5,4113.0,37,Bedum,,,,,,,,
129,GM0005,2001.75,4150.0,-,Bedum,,,,,,,,
130,GM0005,2002.0,4150.0,-1,Bedum,,,,,,,,
131,GM0005,2002.25,4149.0,-,Bedum,,,,,,,,
132,GM0005,2002.5,4149.0,1,Bedum,,,,,,,,
133,GM0005,2002.75,4150.0,-13,Bedum,,,,,,,,
134,GM0005,2003.0,4137.0,-1,Bedum,,,,,,,,
135,GM0005,2003.25,4138.0,-,Bedum,,,,,,,,
136,GM0005,2003.5,4138.0,-1,Bedum,,,,,,,,
137,GM0005,2003.75,4137.0,-,Bedum,,,,,,,,
138,GM0005,2004.0,4137.0,20,Bedum,,,,,,,,
139,GM0005,2004.25,4158.0,-,Bedum,,,,,,,,
140,GM0005,2004.5,4158.0,-,Bedum,,,,,,,,
141,GM0005,2004.75,4158.0,-,Bedum,,,,,,,,
142,GM0005,2005.0,4158.0,-8,Bedum,,,,,,,,
143,GM0005,2005.25,4151.0,-,Bedum,,,,,,,,
144,GM0005,2005.5,4151.0,-,Bedum,,,,,,,,
145,GM0005,2005.75,4151.0,-,Bedum,,,,,,,,
146,GM0005,2006.0,4151.0,-2,Bedum,,,,,,,,
147,GM0005,2006.25,4149.0,-,Bedum,,,,,,,,
148,GM0005,2006.5,4149.0,-,Bedum,,,,,,,,
149,GM0005,2006.75,4149.0,-,Bedum,,,,,,,,
150,GM0005,2007.0,4149.0,128,Bedum,,,,,,,,
151,GM0005,2007.25,4277.0,-,Bedum,,,,,,,,
152,GM0005,2007.5,4277.0,-,Bedum,,,,,,,,
153,GM0005,2007.75,4277.0,-,Bedum,,,,,,,,
154,GM0005,2008.0,4277.0,3,Bedum,,,,,,,,
155,GM0005,2008.25,4281.0,-,Bedum,,,,,,,,
156,GM0005,2008.5,4281.0,-,Bedum,,,,,,,,
157,GM0005,2008.75,4281.0,-,Bedum,,,,,,,,
158,GM0005,2009.0,4281.0,0,Bedum,,,,,,,,
159,GM0005,2009.25,4281.0,-,Bedum,,,,,,,,
160,GM0005,2009.5,4281.0,-,Bedum,,,,,,,,
161,GM0005,2009.75,4281.0,-,Bedum,,,,,,,,
162,GM0005,2010.0,4281.0,40,Bedum,,,,,,,,
163,GM0005,2010.25,4321.0,-,Bedum,,,,,,,,
164,GM0005,2010.5,4321.0,13,Bedum,,,,,,,,
165,GM0005,2010.75,4334.0,10,Bedum,,,,,,,,
166,GM0005,2011.0,4344.0,61,Bedum,,,,,,,,
167,GM0005,2011.25,4356.0,-,Bedum,,,,,,,,
168,GM0005,2011.5,4356.0,-,Bedum,,,,,,,,
169,GM0005,2011.75,4356.0,-,Bedum,,,,,,,,
170,GM0005,2012.0,4356.0,71,Bedum,,,,,,,,
171,GM0005,2012.25,4424.0,0,Bedum,,,,,,,,
172,GM0005,2012.5,4424.0,0,Bedum,,,,,,,,
173,GM0005,2012.75,4424.0,1,Bedum,,,,,,,,
174,GM0005,2013.0,4425.0,39,Bedum,,,,,,,,
175,GM0005,2013.25,4464.0,-21,Bedum,,,,,,,,
176,GM0005,2013.5,4443.0,1,Bedum,,,,,,,,
177,GM0005,2013.75,4444.0,77,Bedum,,,,,,,,
178,GM0005,2014.0,4521.0,-21,Bedum,,,,,,,,
179,GM0005,2014.25,4500.0,3,Bedum,,,,,,,,
180,GM0005,2014.5,4503.0,11,Bedum,,,,,,,,
181,GM0005,2014.75,4514.0,12,Bedum,,,,,,,,
182,GM0005,2015.0,4526.0,3,Bedum,,,,,,,,
183,GM0005,2015.25,4529.0,1,Bedum,,,,,,,,
184,GM0005,2015.5,4530.0,0,Bedum,,,,,,,,
185,GM0005,2015.75,4530.0,25,Bedum,,,,,,,,
186,GM0005,2016.0,4555.0,15,Bedum,,,,,,,,
187,GM0005,2016.25,4570.0,17,Bedum,,,,,,,,
188,GM0005,2016.5,4587.0,6,Bedum,,,,,,,,
189,GM0005,2016.75,4593.0,-37,Bedum,,,,,,,,
190,GM0005,2017.0,4556.0,13,Bedum,,,,,,,,
191,GM0005,2017.25,4569.0,-3,Bedum,,,,,,,,
192,GM0005,2017.5,4566.0,0,Bedum,,,,,,,,
193,GM0005,2017.75,4566.0,34,Bedum,,,,,,,,
194,GM0005,2018.0,4600.0,14,Bedum,,,,,,,,
195,GM0005,2018.25,4614.0,5,Bedum,,,,,,,,
196,GM0005,2018.5,4619.0,4,Bedum,,,,,,,,
197,GM0005,2018.75,4623.0,37,Bedum,,,,,,,,
198,GM0005,2019.0,4660.0,43,Bedum,,,,,,,,
199,GM0005,2019.25,,,Bedum,,,,,,,,
200,GM0005,2019.5,,,Bedum,,,,,,,,
201,GM0005,2019.75,,,Bedum,,,,,,,,
202,GM0005,2020.0,,,Bedum,,,,,,,,
203,GM0005,2020.25,,,Bedum,,,,,,,,
204,GM0005,2020.5,,,Bedum,,,,,,,,
205,GM0005,2020.75,,,Bedum,,,,,,,,
206,GM0007,1995.25,3913.0,-,Bellingwedde,,,,,,,,
207,GM0007,1995.5,3913.0,-3,Bellingwedde,,,,,,,,
208,GM0007,1995.75,3910.0,30,Bellingwedde,,,,,,,,
209,GM0007,1996.0,3940.0,13,Bellingwedde,,,,,,,,
210,GM0007,1996.25,3946.0,4,Bellingwedde,,,,,,,,
211,GM0007,1996.5,3950.0,11,Bellingwedde,,,,,,,,
212,GM0007,1996.75,3961.0,17,Bellingwedde,,,,,,,,
213,GM0007,1997.0,3978.0,5,Bellingwedde,,,,,,,,
214,GM0007,1997.25,3977.0,-1,Bellingwedde,,,,,,,,
215,GM0007,1997.5,3976.0,7,Bellingwedde,,,,,,,,
216,GM0007,1997.75,3983.0,13,Bellingwedde,,,,,,,,
217,GM0007,1998.0,3996.0,11,Bellingwedde,,,,,,,,
218,GM0007,1998.25,4006.0,3,Bellingwedde,,,,,,,,
219,GM0007,1998.5,4009.0,1,Bellingwedde,,,,,,,,
220,GM0007,1998.75,4010.0,-,Bellingwedde,,,,,,,,
221,GM0007,1999.0,4010.0,23,Bellingwedde,,,,,,,,
222,GM0007,1999.25,4030.0,-,Bellingwedde,,,,,,,,
223,GM0007,1999.5,4030.0,-,Bellingwedde,,,,,,,,
224,GM0007,1999.75,4030.0,1,Bellingwedde,,,,,,,,
225,GM0007,2000.0,4031.0,63,Bellingwedde,,,,,,,,
226,GM0007,2000.25,4085.0,-,Bellingwedde,,,,,,,,
227,GM0007,2000.5,4085.0,1,Bellingwedde,,,,,,,,
228,GM0007,2000.75,4086.0,15,Bellingwedde,,,,,,,,
229,GM0007,2001.0,4101.0,4,Bellingwedde,,,,,,,,
230,GM0007,2001.25,4101.0,-13,Bellingwedde,,,,,,,,
231,GM0007,2001.5,4088.0,5,Bellingwedde,,,,,,,,
232,GM0007,2001.75,4093.0,2,Bellingwedde,,,,,,,,
233,GM0007,2002.0,4095.0,-3,Bellingwedde,,,,,,,,
234,GM0007,2002.25,4093.0,-26,Bellingwedde,,,,,,,,
235,GM0007,2002.5,4067.0,11,Bellingwedde,,,,,,,,
236,GM0007,2002.75,4078.0,2,Bellingwedde,,,,,,,,
237,GM0007,2003.0,4080.0,6,Bellingwedde,,,,,,,,
238,GM0007,2003.25,4086.0,2,Bellingwedde,,,,,,,,
239,GM0007,2003.5,4088.0,-2,Bellingwedde,,,,,,,,
240,GM0007,2003.75,4086.0,-3,Bellingwedde,,,,,,,,
241,GM0007,2004.0,4083.0,28,Bellingwedde,,,,,,,,
242,GM0007,2004.25,4110.0,0,Bellingwedde,,,,,,,,
243,GM0007,2004.5,4110.0,1,Bellingwedde,,,,,,,,
244,GM0007,2004.75,4111.0,1,Bellingwedde,,,,,,,,
245,GM0007,2005.0,4112.0,-17,Bellingwedde,,,,,,,,
246,GM0007,2005.25,4094.0,10,Bellingwedde,,,,,,,,
247,GM0007,2005.5,4104.0,-4,Bellingwedde,,,,,,,,
248,GM0007,2005.75,4100.0,-5,Bellingwedde,,,,,,,,
249,GM0007,2006.0,4095.0,-2,Bellingwedde,,,,,,,,
250,GM0007,2006.25,4096.0,-,Bellingwedde,,,,,,,,
251,GM0007,2006.5,4096.0,-10,Bellingwedde,,,,,,,,
252,GM0007,2006.75,4086.0,-7,Bellingwedde,,,,,,,,
253,GM0007,2007.0,4079.0,8,Bellingwedde,,,,,,,,
254,GM0007,2007.25,4085.0,6,Bellingwedde,,,,,,,,
255,GM0007,2007.5,4091.0,-1,Bellingwedde,,,,,,,,
256,GM0007,2007.75,4090.0,-,Bellingwedde,,,,,,,,
257,GM0007,2008.0,4090.0,-4,Bellingwedde,,,,,,,,
258,GM0007,2008.25,4087.0,1,Bellingwedde,,,,,,,,
259,GM0007,2008.5,4088.0,-,Bellingwedde,,,,,,,,
260,GM0007,2008.75,4088.0,-,Bellingwedde,,,,,,,,
261,GM0007,2009.0,4088.0,-2,Bellingwedde,,,,,,,,
262,GM0007,2009.25,4085.0,-1,Bellingwedde,,,,,,,,
263,GM0007,2009.5,4084.0,-,Bellingwedde,,,,,,,,
264,GM0007,2009.75,4084.0,4,Bellingwedde,,,,,,,,
265,GM0007,2010.0,4088.0,18,Bellingwedde,,,,,,,,
266,GM0007,2010.25,4105.0,-10,Bellingwedde,,,,,,,,
267,GM0007,2010.5,4095.0,-1,Bellingwedde,,,,,,,,
268,GM0007,2010.75,4094.0,-,Bellingwedde,,,,,,,,
269,GM0007,2011.0,4094.0,-5,Bellingwedde,,,,,,,,
270,GM0007,2011.25,4089.0,-,Bellingwedde,,,,,,,,
271,GM0007,2011.5,4089.0,3,Bellingwedde,,,,,,,,
272,GM0007,2011.75,4092.0,-,Bellingwedde,,,,,,,,
273,GM0007,2012.0,4092.0,-3,Bellingwedde,,,,,,,,
274,GM0007,2012.25,4168.0,6,Bellingwedde,,,,,,,,
275,GM0007,2012.5,4174.0,-1,Bellingwedde,,,,,,,,
276,GM0007,2012.75,4173.0,-39,Bellingwedde,,,,,,,,
277,GM0007,2013.0,4134.0,2,Bellingwedde,,,,,,,,
278,GM0007,2013.25,4136.0,-6,Bellingwedde,,,,,,,,
279,GM0007,2013.5,4130.0,-2,Bellingwedde,,,,,,,,
280,GM0007,2013.75,4128.0,1,Bellingwedde,,,,,,,,
281,GM0007,2014.0,4129.0,7,Bellingwedde,,,,,,,,
282,GM0007,2014.25,4136.0,-1,Bellingwedde,,,,,,,,
283,GM0007,2014.5,4135.0,-6,Bellingwedde,,,,,,,,
284,GM0007,2014.75,4129.0,-1,Bellingwedde,,,,,,,,
285,GM0007,2015.0,4128.0,0,Bellingwedde,,,,,,,,
286,GM0007,2015.25,4128.0,-5,Bellingwedde,,,,,,,,
287,GM0007,2015.5,4123.0,-8,Bellingwedde,,,,,,,,
288,GM0007,2015.75,4115.0,0,Bellingwedde,,,,,,,,
289,GM0007,2016.0,4115.0,1,Bellingwedde,,,,,,,,
290,GM0007,2016.25,4116.0,2,Bellingwedde,,,,,,,,
291,GM0007,2016.5,4118.0,1,Bellingwedde,,,,,,,,
292,GM0007,2016.75,4119.0,0,Bellingwedde,,,,,,,,
293,GM0007,2017.0,4119.0,-2,Bellingwedde,,,,,,,,
294,GM0007,2017.25,4117.0,0,Bellingwedde,,,,,,,,
295,GM0007,2017.5,4117.0,0,Bellingwedde,,,,,,,,
296,GM0007,2017.75,4117.0,0,Bellingwedde,,,,,,,,
297,GM0007,2018.0,4117.0,1,Bellingwedde,,,,,,,,
298,GM0007,2018.25,,,Bellingwedde,,,,,,,,
299,GM0007,2018.5,,,Bellingwedde,,,,,,,,
300,GM0007,2018.75,,,Bellingwedde,,,,,,,,
301,GM0007,2019.0,,,Bellingwedde,,,,,,,,
302,GM0007,2019.25,,,Bellingwedde,,,,,,,,
303,GM0007,2019.5,,,Bellingwedde,,,,,,,,
304,GM0007,2019.75,,,Bellingwedde,,,,,,,,
305,GM0007,2020.0,,,Bellingwedde,,,,,,,,
306,GM0007,2020.25,,,Bellingwedde,,,,,,,,
307,GM0007,2020.5,,,Bellingwedde,,,,,,,,
308,GM0007,2020.75,,,Bellingwedde,,,,,,,,
309,GM0009,1995.25,2488.0,5,Ten Boer,,,,,,,,
310,GM0009,1995.5,2493.0,19,Ten Boer,,,,,,,,
311,GM0009,1995.75,2512.0,11,Ten Boer,,,,,,,,
312,GM0009,1996.0,2523.0,54,Ten Boer,,,,,,,,
313,GM0009,1996.25,2572.0,9,Ten Boer,,,,,,,,
314,GM0009,1996.5,2581.0,23,Ten Boer,,,,,,,,
315,GM0009,1996.75,2604.0,9,Ten Boer,,,,,,,,
316,GM0009,1997.0,2613.0,16,Ten Boer,,,,,,,,
317,GM0009,1997.25,2627.0,5,Ten Boer,,,,,,,,
318,GM0009,1997.5,2632.0,2,Ten Boer,,,,,,,,
319,GM0009,1997.75,2634.0,11,Ten Boer,,,,,,,,
320,GM0009,1998.0,2645.0,0,Ten Boer,,,,,,,,
321,GM0009,1998.25,2648.0,-,Ten Boer,,,,,,,,
322,GM0009,1998.5,2648.0,-,Ten Boer,,,,,,,,
323,GM0009,1998.75,2648.0,-1,Ten Boer,,,,,,,,
324,GM0009,1999.0,2647.0,1,Ten Boer,,,,,,,,
325,GM0009,1999.25,2660.0,16,Ten Boer,,,,,,,,
326,GM0009,1999.5,2676.0,4,Ten Boer,,,,,,,,
327,GM0009,1999.75,2680.0,3,Ten Boer,,,,,,,,
328,GM0009,2000.0,2683.0,5,Ten Boer,,,,,,,,
329,GM0009,2000.25,2670.0,-,Ten Boer,,,,,,,,
330,GM0009,2000.5,2670.0,-,Ten Boer,,,,,,,,
331,GM0009,2000.75,2670.0,-,Ten Boer,,,,,,,,
332,GM0009,2001.0,2670.0,15,Ten Boer,,,,,,,,
333,GM0009,2001.25,2684.0,6,Ten Boer,,,,,,,,
334,GM0009,2001.5,2690.0,-,Ten Boer,,,,,,,,
335,GM0009,2001.75,2690.0,2,Ten Boer,,,,,,,,
336,GM0009,2002.0,2692.0,1,Ten Boer,,,,,,,,
337,GM0009,2002.25,2691.0,-,Ten Boer,,,,,,,,
338,GM0009,2002.5,2691.0,2,Ten Boer,,,,,,,,
339,GM0009,2002.75,2693.0,1,Ten Boer,,,,,,,,
340,GM0009,2003.0,2694.0,4,Ten Boer,,,,,,,,
341,GM0009,2003.25,2699.0,-,Ten Boer,,,,,,,,
342,GM0009,2003.5,2699.0,3,Ten Boer,,,,,,,,
343,GM0009,2003.75,2702.0,1,Ten Boer,,,,,,,,
344,GM0009,2004.0,2703.0,-,Ten Boer,,,,,,,,
345,GM0009,2004.25,2702.0,1,Ten Boer,,,,,,,,
346,GM0009,2004.5,2703.0,-,Ten Boer,,,,,,,,
347,GM0009,2004.75,2703.0,9,Ten Boer,,,,,,,,
348,GM0009,2005.0,2712.0,28,Ten Boer,,,,,,,,
349,GM0009,2005.25,2738.0,3,Ten Boer,,,,,,,,
350,GM0009,2005.5,2741.0,4,Ten Boer,,,,,,,,
351,GM0009,2005.75,2745.0,6,Ten Boer,,,,,,,,
352,GM0009,2006.0,2751.0,28,Ten Boer,,,,,,,,
353,GM0009,2006.25,2777.0,-,Ten Boer,,,,,,,,
354,GM0009,2006.5,2777.0,-,Ten Boer,,,,,,,,
355,GM0009,2006.75,2777.0,7,Ten Boer,,,,,,,,
356,GM0009,2007.0,2784.0,3,Ten Boer,,,,,,,,
357,GM0009,2007.25,2786.0,12,Ten Boer,,,,,,,,
358,GM0009,2007.5,2798.0,32,Ten Boer,,,,,,,,
359,GM0009,2007.75,2830.0,-,Ten Boer,,,,,,,,
360,GM0009,2008.0,2830.0,5,Ten Boer,,,,,,,,
361,GM0009,2008.25,2858.0,-,Ten Boer,,,,,,,,
362,GM0009,2008.5,2858.0,-,Ten Boer,,,,,,,,
363,GM0009,2008.75,2858.0,1,Ten Boer,,,,,,,,
364,GM0009,2009.0,2859.0,82,Ten Boer,,,,,,,,
365,GM0009,2009.25,2939.0,2,Ten Boer,,,,,,,,
366,GM0009,2009.5,2941.0,3,Ten Boer,,,,,,,,
367,GM0009,2009.75,2944.0,1,Ten Boer,,,,,,,,
368,GM0009,2010.0,2945.0,-,Ten Boer,,,,,,,,
369,GM0009,2010.25,2945.0,-,Ten Boer,,,,,,,,
370,GM0009,2010.5,2945.0,-,Ten Boer,,,,,,,,
371,GM0009,2010.75,2945.0,32,Ten Boer,,,,,,,,
372,GM0009,2011.0,2977.0,-,Ten Boer,,,,,,,,
373,GM0009,2011.25,2977.0,-,Ten Boer,,,,,,,,
374,GM0009,2011.5,2977.0,-,Ten Boer,,,,,,,,
375,GM0009,2011.75,2977.0,-,Ten Boer,,,,,,,,
376,GM0009,2012.0,2977.0,-,Ten Boer,,,,,,,,
377,GM0009,2012.25,2959.0,1,Ten Boer,,,,,,,,
378,GM0009,2012.5,2960.0,1,Ten Boer,,,,,,,,
379,GM0009,2012.75,2961.0,2,Ten Boer,,,,,,,,
380,GM0009,2013.0,2963.0,1,Ten Boer,,,,,,,,
381,GM0009,2013.25,2964.0,0,Ten Boer,,,,,,,,
382,GM0009,2013.5,2964.0,-10,Ten Boer,,,,,,,,
383,GM0009,2013.75,2954.0,59,Ten Boer,,,,,,,,
384,GM0009,2014.0,3013.0,4,Ten Boer,,,,,,,,
385,GM0009,2014.25,3017.0,0,Ten Boer,,,,,,,,
386,GM0009,2014.5,3017.0,7,Ten Boer,,,,,,,,
387,GM0009,2014.75,3024.0,0,Ten Boer,,,,,,,,
388,GM0009,2015.0,3024.0,9,Ten Boer,,,,,,,,
389,GM0009,2015.25,3033.0,0,Ten Boer,,,,,,,,
390,GM0009,2015.5,3033.0,-14,Ten Boer,,,,,,,,
391,GM0009,2015.75,3019.0,-1,Ten Boer,,,,,,,,
392,GM0009,2016.0,3018.0,-1,Ten Boer,,,,,,,,
393,GM0009,2016.25,3017.0,20,Ten Boer,,,,,,,,
394,GM0009,2016.5,3037.0,1,Ten Boer,,,,,,,,
395,GM0009,2016.75,3038.0,6,Ten Boer,,,,,,,,
396,GM0009,2017.0,3044.0,1,Ten Boer,,,,,,,,
397,GM0009,2017.25,3045.0,0,Ten Boer,,,,,,,,
398,GM0009,2017.5,3045.0,6,Ten Boer,,,,,,,,
399,GM0009,2017.75,3051.0,1,Ten Boer,,,,,,,,
400,GM0009,2018.0,3052.0,0,Ten Boer,,,,,,,,
401,GM0009,2018.25,3052.0,-1,Ten Boer,,,,,,,,
402,GM0009,2018.5,3051.0,0,Ten Boer,,,,,,,,
403,GM0009,2018.75,3051.0,0,Ten Boer,,,,,,,,
404,GM0009,2019.0,3051.0,0,Ten Boer,,,,,,,,
405,GM0009,2019.25,,,Ten Boer,,,,,,,,
406,GM0009,2019.5,,,Ten Boer,,,,,,,,
407,GM0009,2019.75,,,Ten Boer,,,,,,,,
408,GM0009,2020.0,,,Ten Boer,,,,,,,,
409,GM0009,2020.25,,,Ten Boer,,,,,,,,
410,GM0009,2020.5,,,Ten Boer,,,,,,,,
411,GM0009,2020.75,,,Ten Boer,,,,,,,,
412,GM0010,1995.25,13015.0,37,Delfzijl,,,,,,,,
